@relation predict2_data

@attribute month numeric
@attribute duration numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome numeric
@attribute y {no,yes}

@data
7,452,-1,0,0,no
7,460,-1,0,0,no
7,819,-1,0,0,yes
7,447,-1,0,0,no
7,294,-1,0,0,no
7,63,-1,0,0,no
7,518,-1,0,0,no
7,336,-1,0,0,no
7,171,-1,0,0,no
7,326,-1,0,0,no
7,55,-1,0,0,no
7,302,-1,0,0,no
7,323,-1,0,0,no
7,346,-1,0,0,no
7,291,-1,0,0,no
7,426,-1,0,0,no
7,483,-1,0,0,no
7,107,-1,0,0,no
7,474,-1,0,0,no
7,289,-1,0,0,no
7,517,-1,0,0,no
7,71,-1,0,0,no
7,554,-1,0,0,no
7,96,-1,0,0,no
7,59,-1,0,0,no
7,228,-1,0,0,no
7,150,-1,0,0,no
7,154,-1,0,0,no
7,658,-1,0,0,yes
7,117,-1,0,0,no
7,362,-1,0,0,no
7,145,-1,0,0,no
7,1061,-1,0,0,yes
7,236,-1,0,0,no
7,268,-1,0,0,no
7,237,-1,0,0,no
7,378,-1,0,0,no
7,171,-1,0,0,no
7,514,-1,0,0,no
7,392,-1,0,0,no
7,218,-1,0,0,no
7,21,-1,0,0,no
7,116,-1,0,0,no
7,201,-1,0,0,no
7,520,-1,0,0,no
7,137,-1,0,0,no
7,82,-1,0,0,no
7,687,-1,0,0,yes
7,243,-1,0,0,no
7,212,-1,0,0,no
7,49,-1,0,0,no
7,65,-1,0,0,no
7,376,-1,0,0,no
7,476,-1,0,0,no
7,379,-1,0,0,no
7,141,-1,0,0,no
7,155,-1,0,0,no
7,90,-1,0,0,no
7,17,-1,0,0,no
7,187,-1,0,0,no
7,416,-1,0,0,no
7,389,-1,0,0,no
7,283,-1,0,0,no
7,554,-1,0,0,no
7,22,-1,0,0,no
7,38,-1,0,0,no
7,212,-1,0,0,no
7,249,-1,0,0,no
7,227,-1,0,0,no
7,256,-1,0,0,no
7,153,-1,0,0,no
7,120,-1,0,0,no
7,241,-1,0,0,no
7,103,-1,0,0,no
7,114,-1,0,0,no
7,861,-1,0,0,no
7,127,-1,0,0,no
7,250,-1,0,0,no
7,529,-1,0,0,no
7,244,-1,0,0,no
7,199,-1,0,0,no
7,104,-1,0,0,no
7,191,-1,0,0,no
7,161,-1,0,0,no
7,89,-1,0,0,no
7,214,-1,0,0,no
7,75,-1,0,0,no
7,1111,-1,0,0,no
7,99,-1,0,0,no
7,183,-1,0,0,no
7,173,-1,0,0,no
7,329,-1,0,0,no
7,225,-1,0,0,no
7,210,-1,0,0,no
7,201,-1,0,0,no
7,320,-1,0,0,no
7,1011,-1,0,0,no
7,280,-1,0,0,no
7,184,-1,0,0,no
7,75,-1,0,0,no
7,353,-1,0,0,no
7,126,-1,0,0,no
7,183,-1,0,0,no
7,134,-1,0,0,no
7,254,-1,0,0,no
7,394,-1,0,0,no
7,139,-1,0,0,no
7,80,-1,0,0,no
7,53,-1,0,0,no
7,129,-1,0,0,no
7,618,-1,0,0,no
7,250,-1,0,0,no
7,82,-1,0,0,no
7,158,-1,0,0,no
7,1272,-1,0,0,no
7,182,-1,0,0,no
7,95,-1,0,0,no
7,72,-1,0,0,no
7,150,-1,0,0,no
7,98,-1,0,0,no
7,132,-1,0,0,no
7,259,-1,0,0,no
7,205,-1,0,0,no
7,261,-1,0,0,no
7,323,-1,0,0,no
7,537,-1,0,0,yes
7,64,-1,0,0,no
7,42,-1,0,0,no
7,618,-1,0,0,no
7,406,-1,0,0,no
7,183,-1,0,0,no
7,112,-1,0,0,no
7,199,-1,0,0,no
7,296,-1,0,0,no
7,206,-1,0,0,no
7,133,-1,0,0,no
7,317,-1,0,0,no
7,97,-1,0,0,no
7,128,-1,0,0,no
7,296,-1,0,0,no
7,74,-1,0,0,no
7,126,-1,0,0,no
7,389,-1,0,0,no
7,99,-1,0,0,no
7,99,-1,0,0,no
7,194,-1,0,0,no
7,420,-1,0,0,no
7,96,-1,0,0,no
7,138,-1,0,0,no
7,110,-1,0,0,no
7,55,-1,0,0,no
7,45,-1,0,0,no
7,175,-1,0,0,no
7,153,-1,0,0,no
7,185,-1,0,0,no
7,62,-1,0,0,no
7,72,-1,0,0,no
7,51,-1,0,0,no
7,94,-1,0,0,no
7,93,-1,0,0,no
7,272,-1,0,0,no
7,295,-1,0,0,no
7,42,-1,0,0,no
7,225,-1,0,0,no
7,127,-1,0,0,no
7,85,-1,0,0,no
7,42,-1,0,0,no
7,55,-1,0,0,no
7,206,-1,0,0,no
7,781,-1,0,0,yes
7,113,-1,0,0,no
7,275,-1,0,0,no
7,92,-1,0,0,no
7,157,-1,0,0,no
7,16,-1,0,0,no
7,89,-1,0,0,no
7,205,-1,0,0,no
7,128,-1,0,0,no
7,65,-1,0,0,no
7,515,-1,0,0,no
7,194,-1,0,0,no
7,147,-1,0,0,no
7,112,-1,0,0,no
7,25,-1,0,0,no
7,285,-1,0,0,no
7,61,-1,0,0,no
7,174,-1,0,0,no
7,42,-1,0,0,no
7,1486,-1,0,0,yes
7,130,-1,0,0,no
7,44,-1,0,0,no
7,145,-1,0,0,no
7,238,-1,0,0,no
7,160,-1,0,0,no
7,645,-1,0,0,yes
7,254,-1,0,0,no
7,1242,-1,0,0,yes
7,990,-1,0,0,yes
7,64,-1,0,0,no
7,219,-1,0,0,no
7,115,-1,0,0,no
7,113,-1,0,0,no
7,126,-1,0,0,no
7,662,-1,0,0,yes
7,625,-1,0,0,yes
7,189,-1,0,0,no
7,124,-1,0,0,no
7,321,-1,0,0,no
7,102,-1,0,0,no
7,482,-1,0,0,no
7,727,-1,0,0,yes
7,147,-1,0,0,no
7,127,-1,0,0,no
7,36,-1,0,0,no
7,73,-1,0,0,no
7,189,-1,0,0,no
7,127,-1,0,0,no
7,130,-1,0,0,no
7,196,-1,0,0,no
7,290,-1,0,0,no
7,112,-1,0,0,no
7,389,-1,0,0,no
7,310,-1,0,0,no
7,294,-1,0,0,no
7,611,-1,0,0,no
7,62,-1,0,0,no
7,259,-1,0,0,no
7,160,-1,0,0,no
7,177,-1,0,0,no
7,156,-1,0,0,no
7,275,-1,0,0,no
7,427,-1,0,0,no
7,143,-1,0,0,no
7,92,-1,0,0,no
7,175,-1,0,0,no
7,148,-1,0,0,no
7,366,-1,0,0,no
7,138,-1,0,0,no
7,121,-1,0,0,no
7,337,-1,0,0,no
7,236,-1,0,0,no
7,52,-1,0,0,no
7,36,-1,0,0,no
7,90,-1,0,0,no
7,426,-1,0,0,yes
7,127,-1,0,0,no
7,180,-1,0,0,no
7,98,-1,0,0,no
7,111,-1,0,0,no
7,90,-1,0,0,no
7,72,-1,0,0,no
7,113,-1,0,0,no
7,54,-1,0,0,no
7,1121,-1,0,0,yes
7,236,-1,0,0,no
7,81,-1,0,0,no
7,628,-1,0,0,no
7,118,-1,0,0,no
7,119,-1,0,0,no
7,171,-1,0,0,no
7,71,-1,0,0,no
7,1156,-1,0,0,no
7,668,-1,0,0,no
7,134,-1,0,0,no
7,128,-1,0,0,no
7,171,-1,0,0,no
7,76,-1,0,0,no
7,89,-1,0,0,no
7,277,-1,0,0,no
7,78,-1,0,0,no
7,188,-1,0,0,no
7,869,-1,0,0,yes
7,197,-1,0,0,no
7,125,-1,0,0,no
7,98,-1,0,0,no
7,556,-1,0,0,yes
7,175,-1,0,0,no
7,87,-1,0,0,no
7,100,-1,0,0,no
7,31,-1,0,0,no
7,205,-1,0,0,no
7,167,-1,0,0,no
7,108,-1,0,0,no
7,180,-1,0,0,no
7,31,-1,0,0,no
7,96,-1,0,0,no
7,133,-1,0,0,no
7,161,-1,0,0,no
7,130,-1,0,0,no
7,145,-1,0,0,no
7,80,-1,0,0,no
7,108,-1,0,0,no
7,145,-1,0,0,no
7,532,-1,0,0,no
7,91,-1,0,0,no
7,124,-1,0,0,no
7,279,-1,0,0,no
7,143,-1,0,0,no
7,100,-1,0,0,no
7,178,-1,0,0,no
7,103,-1,0,0,no
7,144,-1,0,0,no
7,71,-1,0,0,no
7,332,-1,0,0,no
7,693,-1,0,0,no
7,225,-1,0,0,no
7,289,-1,0,0,no
7,224,-1,0,0,no
7,224,-1,0,0,no
7,125,-1,0,0,no
7,672,-1,0,0,no
7,219,-1,0,0,no
7,192,-1,0,0,no
7,160,-1,0,0,no
7,173,-1,0,0,no
7,94,-1,0,0,no
7,176,-1,0,0,no
7,74,-1,0,0,no
7,378,-1,0,0,no
7,70,-1,0,0,no
7,294,-1,0,0,no
7,183,-1,0,0,no
7,643,-1,0,0,no
7,203,-1,0,0,no
7,313,-1,0,0,no
7,364,-1,0,0,no
7,171,-1,0,0,no
7,290,-1,0,0,no
7,659,-1,0,0,no
7,77,-1,0,0,no
7,140,-1,0,0,no
7,87,-1,0,0,no
7,176,-1,0,0,no
7,458,-1,0,0,no
7,384,-1,0,0,no
7,174,-1,0,0,no
7,295,-1,0,0,no
7,90,-1,0,0,no
7,206,-1,0,0,no
7,304,-1,0,0,no
7,49,-1,0,0,no
7,181,-1,0,0,no
7,106,-1,0,0,no
7,601,-1,0,0,no
7,113,-1,0,0,no
7,219,-1,0,0,no
7,208,-1,0,0,no
7,359,-1,0,0,no
7,388,-1,0,0,no
7,397,-1,0,0,no
7,431,-1,0,0,no
7,71,-1,0,0,no
7,347,-1,0,0,no
7,977,-1,0,0,no
7,218,-1,0,0,no
7,676,-1,0,0,no
7,74,-1,0,0,no
7,240,-1,0,0,no
7,83,-1,0,0,no
7,247,-1,0,0,no
7,271,-1,0,0,no
7,233,-1,0,0,no
7,425,-1,0,0,no
7,293,-1,0,0,no
7,391,-1,0,0,no
7,432,-1,0,0,no
7,411,-1,0,0,no
7,61,-1,0,0,no
7,359,-1,0,0,yes
7,530,-1,0,0,no
7,399,-1,0,0,no
7,328,-1,0,0,no
7,446,-1,0,0,no
7,211,-1,0,0,no
7,266,-1,0,0,no
7,263,-1,0,0,no
7,226,-1,0,0,no
7,231,-1,0,0,no
7,364,-1,0,0,no
7,60,-1,0,0,no
7,171,-1,0,0,no
7,243,-1,0,0,no
7,137,-1,0,0,no
7,593,-1,0,0,no
7,148,-1,0,0,no
7,156,-1,0,0,no
7,246,-1,0,0,no
7,445,-1,0,0,no
7,337,-1,0,0,no
7,1014,-1,0,0,yes
7,399,-1,0,0,no
7,85,-1,0,0,no
7,173,-1,0,0,no
7,10,-1,0,0,no
7,17,-1,0,0,no
7,197,-1,0,0,no
7,1290,-1,0,0,yes
7,297,-1,0,0,no
7,281,-1,0,0,no
7,564,-1,0,0,yes
7,193,-1,0,0,no
7,128,-1,0,0,no
7,76,-1,0,0,no
7,39,-1,0,0,no
7,300,-1,0,0,no
7,16,-1,0,0,no
7,20,-1,0,0,no
7,115,-1,0,0,no
7,175,-1,0,0,no
7,90,-1,0,0,no
7,607,-1,0,0,no
7,236,-1,0,0,no
7,150,-1,0,0,no
7,56,-1,0,0,no
7,799,-1,0,0,no
7,372,-1,0,0,no
7,1439,-1,0,0,yes
7,120,-1,0,0,no
7,119,-1,0,0,no
7,130,-1,0,0,no
7,919,-1,0,0,yes
7,227,-1,0,0,no
7,497,-1,0,0,no
7,170,-1,0,0,no
7,89,-1,0,0,no
7,185,-1,0,0,no
7,630,-1,0,0,no
7,139,-1,0,0,no
7,196,-1,0,0,no
7,41,-1,0,0,no
7,134,-1,0,0,no
7,1426,-1,0,0,yes
7,121,-1,0,0,no
7,307,-1,0,0,no
7,37,-1,0,0,no
7,75,-1,0,0,no
7,151,-1,0,0,no
7,143,-1,0,0,no
7,317,-1,0,0,no
7,168,-1,0,0,no
7,122,-1,0,0,no
7,67,-1,0,0,no
7,29,-1,0,0,no
7,214,-1,0,0,no
7,347,-1,0,0,no
7,88,-1,0,0,no
7,305,-1,0,0,no
7,111,-1,0,0,no
7,281,-1,0,0,no
7,241,-1,0,0,no
7,185,-1,0,0,no
7,901,-1,0,0,yes
7,235,-1,0,0,no
7,144,-1,0,0,no
7,266,-1,0,0,no
7,121,-1,0,0,no
7,162,-1,0,0,no
7,192,-1,0,0,no
7,124,-1,0,0,no
7,108,-1,0,0,no
7,93,-1,0,0,no
7,998,-1,0,0,yes
7,1019,-1,0,0,no
7,73,-1,0,0,no
7,211,-1,0,0,no
7,156,-1,0,0,no
7,119,-1,0,0,no
7,30,-1,0,0,no
7,402,-1,0,0,no
7,371,-1,0,0,no
7,226,-1,0,0,no
7,105,-1,0,0,no
7,218,-1,0,0,no
7,158,-1,0,0,no
7,168,-1,0,0,no
7,387,-1,0,0,no
7,68,-1,0,0,no
7,217,-1,0,0,no
7,183,-1,0,0,no
7,129,-1,0,0,no
7,121,-1,0,0,no
7,41,-1,0,0,no
7,327,-1,0,0,no
7,160,-1,0,0,no
7,89,-1,0,0,no
7,105,-1,0,0,no
7,192,-1,0,0,no
7,272,-1,0,0,no
7,364,-1,0,0,no
7,255,-1,0,0,yes
7,90,-1,0,0,no
7,624,-1,0,0,no
7,128,-1,0,0,no
7,81,-1,0,0,no
7,51,-1,0,0,no
7,75,-1,0,0,no
7,384,-1,0,0,no
7,268,-1,0,0,no
7,497,-1,0,0,no
7,165,-1,0,0,no
7,42,-1,0,0,no
7,181,-1,0,0,no
7,234,-1,0,0,no
7,121,-1,0,0,no
7,190,-1,0,0,no
7,298,-1,0,0,no
7,356,-1,0,0,no
7,783,-1,0,0,no
7,228,-1,0,0,no
7,1102,-1,0,0,no
7,441,-1,0,0,no
7,370,-1,0,0,no
7,489,-1,0,0,no
7,103,-1,0,0,no
7,277,-1,0,0,no
7,154,-1,0,0,no
7,144,-1,0,0,no
7,633,-1,0,0,no
7,214,-1,0,0,no
7,37,-1,0,0,no
7,793,-1,0,0,no
7,473,-1,0,0,no
7,140,-1,0,0,no
7,412,-1,0,0,no
7,455,-1,0,0,no
7,503,-1,0,0,no
7,439,-1,0,0,no
7,152,-1,0,0,no
7,174,-1,0,0,no
7,804,-1,0,0,yes
7,179,-1,0,0,no
7,961,-1,0,0,yes
7,347,-1,0,0,no
7,58,-1,0,0,no
7,221,-1,0,0,no
7,329,-1,0,0,no
7,187,-1,0,0,no
7,39,-1,0,0,yes
7,982,-1,0,0,yes
7,324,-1,0,0,no
7,171,-1,0,0,no
7,149,-1,0,0,no
7,147,-1,0,0,no
7,45,-1,0,0,no
7,224,-1,0,0,no
7,150,-1,0,0,no
7,117,-1,0,0,no
7,95,-1,0,0,no
7,96,-1,0,0,no
7,48,-1,0,0,no
7,292,-1,0,0,no
7,369,-1,0,0,no
7,100,-1,0,0,no
7,184,-1,0,0,no
7,285,-1,0,0,no
7,418,-1,0,0,no
7,532,-1,0,0,no
7,467,-1,0,0,no
7,38,-1,0,0,no
7,220,-1,0,0,no
7,330,-1,0,0,no
7,584,-1,0,0,yes
7,613,-1,0,0,no
7,152,-1,0,0,no
7,542,-1,0,0,no
7,210,-1,0,0,no
7,120,-1,0,0,no
7,122,-1,0,0,no
7,132,-1,0,0,no
7,108,-1,0,0,no
7,80,-1,0,0,no
7,143,-1,0,0,no
7,212,-1,0,0,no
7,279,-1,0,0,no
7,154,-1,0,0,no
7,68,-1,0,0,no
7,182,-1,0,0,no
7,123,-1,0,0,no
7,185,-1,0,0,no
7,478,-1,0,0,no
7,136,-1,0,0,no
7,27,-1,0,0,no
7,173,-1,0,0,no
7,259,-1,0,0,no
7,157,-1,0,0,no
7,277,-1,0,0,no
7,526,-1,0,0,no
7,283,-1,0,0,no
7,506,-1,0,0,no
7,563,-1,0,0,no
7,66,-1,0,0,no
7,579,-1,0,0,no
7,421,-1,0,0,no
7,301,-1,0,0,no
7,188,-1,0,0,no
7,123,-1,0,0,no
7,288,-1,0,0,no
7,633,-1,0,0,no
7,111,-1,0,0,no
7,268,-1,0,0,no
7,262,-1,0,0,no
7,307,-1,0,0,no
7,58,-1,0,0,no
7,446,-1,0,0,no
7,102,-1,0,0,no
7,151,-1,0,0,no
7,133,-1,0,0,no
7,466,-1,0,0,no
7,226,-1,0,0,no
7,380,-1,0,0,no
7,358,-1,0,0,no
7,209,-1,0,0,no
7,114,-1,0,0,no
7,421,-1,0,0,no
7,207,-1,0,0,no
7,139,-1,0,0,no
7,112,-1,0,0,no
7,323,-1,0,0,no
7,400,-1,0,0,no
7,428,-1,0,0,no
7,81,-1,0,0,no
7,313,-1,0,0,no
7,720,-1,0,0,yes
7,328,-1,0,0,no
7,361,-1,0,0,no
7,45,-1,0,0,no
7,85,-1,0,0,no
7,73,-1,0,0,no
7,486,-1,0,0,no
7,144,-1,0,0,no
7,83,-1,0,0,no
7,123,-1,0,0,no
7,190,-1,0,0,no
7,445,-1,0,0,no
7,81,-1,0,0,no
7,161,-1,0,0,no
7,245,-1,0,0,no
7,45,-1,0,0,no
7,228,-1,0,0,no
7,293,-1,0,0,no
7,627,-1,0,0,yes
7,92,-1,0,0,no
7,244,-1,0,0,no
7,1341,-1,0,0,yes
7,634,-1,0,0,yes
7,144,-1,0,0,no
7,148,-1,0,0,no
7,197,-1,0,0,no
7,604,-1,0,0,no
7,270,-1,0,0,no
7,210,-1,0,0,no
7,269,-1,0,0,no
7,446,-1,0,0,no
7,71,-1,0,0,no
7,121,-1,0,0,no
7,573,-1,0,0,no
7,829,-1,0,0,yes
7,476,-1,0,0,yes
7,136,-1,0,0,no
7,360,-1,0,0,no
7,96,-1,0,0,no
7,227,-1,0,0,no
7,724,-1,0,0,yes
7,500,-1,0,0,yes
7,559,-1,0,0,no
7,353,-1,0,0,no
7,2029,-1,0,0,yes
7,57,-1,0,0,no
7,351,-1,0,0,no
7,129,-1,0,0,no
7,60,-1,0,0,no
7,270,-1,0,0,no
7,502,-1,0,0,no
7,227,-1,0,0,no
7,1499,-1,0,0,yes
7,186,-1,0,0,no
7,82,-1,0,0,no
7,108,-1,0,0,no
7,81,-1,0,0,no
7,240,-1,0,0,no
7,189,-1,0,0,no
7,72,-1,0,0,no
7,160,-1,0,0,no
7,99,-1,0,0,no
7,340,-1,0,0,no
7,183,-1,0,0,no
7,564,-1,0,0,no
7,151,-1,0,0,no
7,90,-1,0,0,no
7,363,-1,0,0,no
7,114,-1,0,0,no
7,192,-1,0,0,no
7,119,-1,0,0,no
7,154,-1,0,0,no
7,171,-1,0,0,no
7,387,-1,0,0,no
7,223,-1,0,0,no
7,480,-1,0,0,no
7,156,-1,0,0,no
7,834,-1,0,0,no
7,412,-1,0,0,no
7,164,-1,0,0,no
7,562,-1,0,0,no
7,326,-1,0,0,no
7,127,-1,0,0,no
7,290,-1,0,0,no
7,185,-1,0,0,no
7,118,-1,0,0,no
7,377,-1,0,0,no
7,524,-1,0,0,no
7,85,-1,0,0,no
7,61,-1,0,0,no
7,180,-1,0,0,no
7,1399,-1,0,0,yes
7,374,-1,0,0,no
7,133,-1,0,0,no
7,1187,-1,0,0,yes
7,460,-1,0,0,no
7,270,-1,0,0,no
7,338,-1,0,0,no
7,171,-1,0,0,no
7,721,-1,0,0,no
7,182,-1,0,0,no
7,487,-1,0,0,yes
7,229,-1,0,0,no
7,140,-1,0,0,no
7,113,-1,0,0,no
7,109,-1,0,0,no
7,55,-1,0,0,no
7,184,-1,0,0,no
7,148,-1,0,0,no
7,91,-1,0,0,no
7,144,-1,0,0,no
7,1097,-1,0,0,yes
7,150,-1,0,0,no
7,300,-1,0,0,no
7,465,-1,0,0,no
7,154,-1,0,0,no
7,311,-1,0,0,no
7,123,-1,0,0,no
7,176,-1,0,0,no
7,924,-1,0,0,no
7,200,-1,0,0,no
7,212,-1,0,0,no
7,258,-1,0,0,no
7,117,-1,0,0,no
7,194,-1,0,0,no
7,114,-1,0,0,no
7,215,-1,0,0,no
7,58,-1,0,0,no
7,175,-1,0,0,no
7,122,-1,0,0,no
7,166,-1,0,0,no
7,89,-1,0,0,no
7,189,-1,0,0,no
7,159,-1,0,0,no
7,393,-1,0,0,no
7,508,-1,0,0,no
7,522,-1,0,0,no
7,166,-1,0,0,no
7,545,-1,0,0,no
7,67,-1,0,0,no
7,264,-1,0,0,no
7,812,-1,0,0,yes
7,404,-1,0,0,no
7,191,-1,0,0,no
7,104,-1,0,0,no
7,170,-1,0,0,no
7,90,-1,0,0,no
7,333,-1,0,0,no
7,252,-1,0,0,no
7,443,-1,0,0,no
7,67,-1,0,0,no
7,467,-1,0,0,no
7,159,-1,0,0,no
7,57,-1,0,0,no
7,484,-1,0,0,no
7,378,-1,0,0,no
7,772,-1,0,0,no
7,230,-1,0,0,no
7,136,-1,0,0,no
7,451,-1,0,0,no
7,124,-1,0,0,no
7,283,-1,0,0,no
7,55,-1,0,0,no
7,203,-1,0,0,no
7,143,-1,0,0,no
7,43,-1,0,0,no
7,108,-1,0,0,no
7,117,-1,0,0,no
7,170,-1,0,0,no
7,131,-1,0,0,no
7,102,-1,0,0,no
7,151,-1,0,0,no
7,269,-1,0,0,no
7,143,-1,0,0,no
7,196,-1,0,0,no
7,479,-1,0,0,no
7,211,-1,0,0,no
7,128,-1,0,0,no
7,183,-1,0,0,no
7,439,-1,0,0,no
7,86,-1,0,0,no
7,165,-1,0,0,no
7,148,-1,0,0,no
7,106,-1,0,0,no
7,321,-1,0,0,no
7,891,-1,0,0,no
7,80,-1,0,0,no
7,76,-1,0,0,no
7,132,-1,0,0,no
7,216,-1,0,0,no
7,318,-1,0,0,no
7,141,-1,0,0,no
7,906,-1,0,0,no
7,139,-1,0,0,no
7,41,-1,0,0,no
7,93,-1,0,0,no
7,564,-1,0,0,no
7,31,-1,0,0,no
7,16,-1,0,0,no
7,518,-1,0,0,no
7,87,-1,0,0,no
7,504,-1,0,0,no
7,98,-1,0,0,no
7,93,-1,0,0,no
7,82,-1,0,0,no
7,223,-1,0,0,no
7,67,-1,0,0,no
7,59,-1,0,0,no
7,186,-1,0,0,no
7,1060,-1,0,0,yes
7,249,-1,0,0,no
7,60,-1,0,0,no
7,126,-1,0,0,no
7,52,-1,0,0,no
7,222,-1,0,0,no
7,109,-1,0,0,no
7,113,-1,0,0,no
7,112,-1,0,0,no
7,173,-1,0,0,no
7,261,-1,0,0,no
7,87,-1,0,0,no
7,42,-1,0,0,no
7,131,-1,0,0,no
7,147,-1,0,0,no
7,717,-1,0,0,no
7,286,-1,0,0,no
7,614,-1,0,0,yes
7,50,-1,0,0,no
7,83,-1,0,0,no
7,289,-1,0,0,no
7,117,-1,0,0,no
7,85,-1,0,0,no
7,487,-1,0,0,no
7,256,-1,0,0,no
7,103,-1,0,0,no
7,181,-1,0,0,no
7,348,-1,0,0,no
7,154,-1,0,0,no
7,196,-1,0,0,no
7,593,-1,0,0,no
7,71,-1,0,0,no
7,118,-1,0,0,no
7,47,-1,0,0,no
7,314,-1,0,0,no
7,965,-1,0,0,no
7,123,-1,0,0,no
7,94,-1,0,0,no
7,144,-1,0,0,no
7,116,-1,0,0,no
7,146,-1,0,0,no
7,712,-1,0,0,no
7,366,-1,0,0,no
7,502,-1,0,0,no
7,260,-1,0,0,no
7,184,-1,0,0,no
7,251,-1,0,0,no
7,128,-1,0,0,no
7,764,-1,0,0,yes
7,1120,-1,0,0,yes
7,16,-1,0,0,no
7,970,-1,0,0,no
7,963,-1,0,0,yes
7,64,-1,0,0,no
7,1973,-1,0,0,yes
7,117,-1,0,0,no
7,141,-1,0,0,no
7,232,-1,0,0,no
7,178,-1,0,0,no
7,1041,-1,0,0,yes
7,324,-1,0,0,no
7,1389,-1,0,0,no
7,120,-1,0,0,no
7,61,-1,0,0,no
7,213,-1,0,0,no
7,121,-1,0,0,no
7,636,-1,0,0,no
7,330,-1,0,0,no
7,919,-1,0,0,no
7,100,-1,0,0,no
7,210,-1,0,0,no
7,71,-1,0,0,no
7,255,-1,0,0,no
7,260,-1,0,0,no
7,666,-1,0,0,no
7,498,-1,0,0,no
7,92,-1,0,0,no
7,344,-1,0,0,no
7,221,-1,0,0,no
7,189,-1,0,0,no
7,184,-1,0,0,no
7,154,-1,0,0,no
7,271,-1,0,0,no
7,159,-1,0,0,no
7,134,-1,0,0,no
7,470,-1,0,0,no
7,221,-1,0,0,no
7,595,-1,0,0,no
7,211,-1,0,0,no
7,254,-1,0,0,no
7,178,-1,0,0,no
7,106,-1,0,0,no
7,184,-1,0,0,no
7,333,-1,0,0,no
7,69,-1,0,0,no
7,94,-1,0,0,no
7,271,-1,0,0,no
7,396,-1,0,0,no
7,145,-1,0,0,no
7,215,-1,0,0,no
7,94,-1,0,0,no
7,271,-1,0,0,no
7,911,-1,0,0,yes
7,165,-1,0,0,no
7,196,-1,0,0,no
7,437,-1,0,0,no
7,135,-1,0,0,no
7,193,-1,0,0,no
7,328,-1,0,0,no
7,342,-1,0,0,no
7,425,-1,0,0,no
7,151,-1,0,0,no
7,163,-1,0,0,no
7,773,-1,0,0,no
7,188,-1,0,0,no
7,549,-1,0,0,no
7,853,-1,0,0,yes
7,172,-1,0,0,no
7,161,-1,0,0,no
7,96,-1,0,0,no
7,1649,-1,0,0,yes
7,1310,-1,0,0,yes
7,1187,-1,0,0,no
7,135,-1,0,0,no
7,151,-1,0,0,no
7,324,-1,0,0,no
7,77,-1,0,0,no
7,122,-1,0,0,no
7,122,-1,0,0,no
7,175,-1,0,0,no
7,246,-1,0,0,no
7,330,-1,0,0,no
7,607,-1,0,0,no
7,104,-1,0,0,no
7,114,-1,0,0,no
7,83,-1,0,0,no
7,332,-1,0,0,no
7,125,-1,0,0,no
7,236,-1,0,0,no
7,65,-1,0,0,no
7,216,-1,0,0,no
7,114,-1,0,0,no
7,324,-1,0,0,no
7,68,-1,0,0,no
7,61,-1,0,0,no
7,179,-1,0,0,no
7,349,-1,0,0,no
7,113,-1,0,0,no
7,90,-1,0,0,no
7,256,-1,0,0,no
7,102,-1,0,0,no
7,287,-1,0,0,no
7,41,-1,0,0,no
7,221,-1,0,0,no
7,329,-1,0,0,no
7,97,-1,0,0,no
7,96,-1,0,0,no
7,227,-1,0,0,no
7,80,-1,0,0,no
7,56,-1,0,0,no
7,102,-1,0,0,no
7,194,-1,0,0,no
7,285,-1,0,0,no
7,231,-1,0,0,no
7,53,-1,0,0,no
7,276,-1,0,0,no
7,505,-1,0,0,no
7,211,-1,0,0,no
7,116,-1,0,0,no
7,135,-1,0,0,no
7,94,-1,0,0,no
7,172,-1,0,0,no
7,84,-1,0,0,no
7,367,-1,0,0,no
7,103,-1,0,0,no
7,244,-1,0,0,no
7,158,-1,0,0,no
7,611,-1,0,0,no
7,78,-1,0,0,no
7,306,-1,0,0,no
7,79,-1,0,0,no
7,126,-1,0,0,no
7,289,-1,0,0,no
7,297,-1,0,0,no
7,66,-1,0,0,no
7,64,-1,0,0,no
7,120,-1,0,0,no
7,72,-1,0,0,no
7,767,-1,0,0,no
7,328,-1,0,0,no
7,151,-1,0,0,no
7,329,-1,0,0,no
7,84,-1,0,0,no
7,105,-1,0,0,no
7,214,-1,0,0,no
7,189,-1,0,0,no
7,1397,-1,0,0,yes
7,192,-1,0,0,no
7,331,-1,0,0,no
7,155,-1,0,0,no
7,137,-1,0,0,no
7,333,-1,0,0,no
7,44,-1,0,0,no
7,173,-1,0,0,no
7,209,-1,0,0,no
7,122,-1,0,0,no
7,238,-1,0,0,no
7,84,-1,0,0,no
7,363,-1,0,0,no
7,226,-1,0,0,no
7,97,-1,0,0,no
7,80,-1,0,0,no
7,187,-1,0,0,no
7,467,-1,0,0,no
7,549,-1,0,0,no
7,254,-1,0,0,no
7,460,-1,0,0,no
7,247,-1,0,0,no
7,1153,-1,0,0,yes
7,121,-1,0,0,no
7,151,-1,0,0,no
7,281,-1,0,0,no
7,132,-1,0,0,no
7,126,-1,0,0,no
7,56,-1,0,0,no
7,69,-1,0,0,no
7,55,-1,0,0,no
7,251,-1,0,0,no
7,125,-1,0,0,no
7,183,-1,0,0,no
7,119,-1,0,0,no
7,127,-1,0,0,no
7,74,-1,0,0,no
