month,duration,pdays,previous,poutcome,deposit
9,239,99,2,2,yes
9,369,-1,0,0,yes
9,299,100,1,2,yes
9,261,-1,0,0,yes
9,692,-1,0,0,yes
9,210,-1,0,0,yes
9,299,-1,0,0,yes
9,341,98,3,2,yes
9,316,119,1,1,yes
9,117,121,1,2,yes
9,992,-1,0,0,yes
10,194,119,1,2,yes
10,238,107,2,2,yes
10,101,-1,0,0,yes
10,137,119,1,-2,yes
10,502,115,3,1,yes
10,194,94,1,2,yes
10,849,119,1,2,yes
10,215,-1,0,0,yes
10,144,-1,0,0,yes
10,728,-1,0,0,yes
10,296,-1,0,0,yes
10,201,58,3,-2,yes
10,290,114,1,-2,yes
10,335,-1,0,0,yes
10,147,92,5,1,yes
10,234,175,2,2,yes
10,153,93,1,2,yes
10,611,183,1,2,yes
10,266,184,1,2,yes
10,261,187,1,2,yes
10,511,187,1,-2,yes
10,138,-1,0,0,yes
10,180,-1,0,0,yes
10,146,-1,0,0,yes
10,411,-1,0,0,yes
10,79,-1,0,0,yes
10,1226,-1,0,0,yes
10,221,182,1,2,yes
10,210,182,2,2,yes
10,301,-1,0,0,yes
10,204,99,5,-2,yes
10,1003,-1,0,0,yes
10,958,-1,0,0,yes
10,290,-1,0,0,yes
10,441,246,5,-2,yes
10,244,105,1,2,yes
10,485,184,3,-2,yes
10,457,-1,0,0,yes
10,166,183,5,2,yes
10,570,135,1,-2,yes
10,115,185,2,-2,yes
10,186,183,1,-2,yes
10,847,60,1,2,yes
10,154,119,5,-2,yes
10,258,-1,0,0,yes
10,170,183,1,2,yes
10,154,-1,0,0,yes
10,434,57,1,-2,yes
10,156,-1,0,0,yes
10,324,143,3,-2,yes
10,717,-1,0,0,yes
10,136,-1,0,0,yes
10,131,-1,0,0,yes
10,98,-1,0,0,yes
10,385,-1,0,0,yes
10,233,187,3,2,yes
10,328,-1,0,0,yes
10,148,195,2,2,yes
10,513,-1,0,0,yes
10,373,-1,0,0,yes
10,213,-1,0,0,yes
10,349,183,2,2,yes
10,595,187,2,2,yes
10,427,-1,0,0,yes
10,676,146,2,-2,yes
10,192,184,1,2,yes
10,828,189,1,-2,yes
10,825,183,4,2,yes
10,467,184,1,2,yes
10,512,184,1,2,yes
10,749,-1,0,0,yes
10,135,-1,0,0,yes
10,307,208,1,2,yes
10,287,-1,0,0,yes
10,107,-1,0,0,yes
10,252,-1,0,0,yes
10,249,335,2,-2,yes
10,360,-1,0,0,yes
10,257,128,3,1,yes
10,313,-1,0,0,yes
10,127,149,2,-2,yes
10,277,184,2,2,yes
10,133,107,2,2,yes
10,247,184,3,2,yes
10,504,183,2,2,yes
10,1002,-1,0,0,yes
10,306,107,1,2,yes
10,260,139,1,1,yes
10,344,183,1,2,yes
10,336,184,5,-2,yes
10,270,185,1,2,yes
10,130,161,1,-2,yes
10,210,-1,0,0,yes
10,149,-1,0,0,yes
10,476,74,2,2,yes
10,255,185,2,-2,yes
10,438,430,2,-2,yes
10,221,183,3,2,yes
10,281,52,4,-2,yes
10,257,126,3,2,yes
10,282,-1,0,0,yes
10,355,180,5,-2,yes
10,131,-1,0,0,yes
10,143,188,1,2,yes
10,207,-1,0,0,yes
10,96,267,1,-2,yes
10,297,75,3,-2,yes
10,424,515,1,-2,yes
10,137,-1,0,0,yes
10,759,-1,0,0,yes
10,624,-1,0,0,yes
10,298,111,8,1,yes
10,255,148,1,2,yes
10,418,-1,0,0,yes
10,146,56,1,1,yes
10,149,-1,0,0,yes
10,509,-1,0,0,yes
10,371,-1,0,0,yes
10,501,-1,0,0,yes
10,524,272,1,-2,yes
10,207,194,1,2,yes
10,164,-1,0,0,yes
10,139,-1,0,0,yes
10,164,-1,0,0,yes
10,142,-1,0,0,yes
10,209,188,2,0,yes
10,1707,-1,0,0,yes
10,189,-1,0,0,yes
10,251,-1,0,0,yes
10,401,-1,0,0,yes
10,215,80,5,2,yes
10,106,269,2,-2,yes
10,215,78,2,1,yes
10,124,-1,0,0,yes
10,746,86,1,1,yes
10,377,520,1,1,yes
10,424,213,3,2,yes
10,279,148,1,-2,yes
10,445,-1,0,0,yes
10,212,-1,0,0,yes
10,217,-1,0,0,yes
10,640,-1,0,0,yes
10,144,-1,0,0,yes
10,480,-1,0,0,yes
10,196,-1,0,0,yes
10,294,270,1,-2,yes
10,257,-1,0,0,yes
10,368,-1,0,0,yes
10,416,-1,0,0,yes
11,182,81,1,-2,yes
11,188,186,1,2,yes
11,162,-1,0,0,yes
11,46,-1,0,0,yes
11,1233,351,2,-2,yes
11,149,-1,0,0,yes
11,566,182,7,-2,yes
11,412,-1,0,0,yes
11,537,-1,0,0,yes
11,217,70,2,-2,yes
11,181,183,7,2,yes
11,358,-1,0,0,yes
11,284,273,1,-2,yes
11,383,-1,0,0,yes
11,358,162,2,-2,yes
11,464,192,8,1,yes
11,455,84,2,1,yes
11,368,80,2,2,yes
11,178,-1,0,0,yes
11,262,94,2,2,yes
11,118,-1,0,0,yes
11,165,91,7,2,yes
11,98,91,2,-2,yes
11,201,-1,0,0,yes
11,696,88,12,-2,yes
11,263,90,1,-2,yes
11,193,-1,0,0,yes
11,147,96,8,2,yes
11,266,92,3,-2,yes
11,301,91,1,2,yes
11,293,190,10,-2,yes
11,213,190,1,1,yes
11,269,-1,0,0,yes
11,166,195,1,2,yes
11,69,-1,0,0,yes
11,199,-1,0,0,yes
11,131,96,5,-2,yes
11,229,96,3,2,yes
11,166,97,7,2,yes
11,244,-1,0,0,yes
11,172,91,5,2,yes
11,513,91,1,2,yes
11,71,378,1,2,yes
11,90,93,6,2,yes
11,227,93,6,2,yes
11,253,92,4,-2,yes
11,226,92,1,1,yes
11,110,279,1,-2,yes
11,126,92,5,-2,yes
11,104,99,2,1,yes
11,226,-1,0,0,yes
11,89,97,3,2,yes
11,169,196,2,2,yes
11,134,-1,0,0,yes
11,893,-1,0,0,yes
11,192,92,2,-2,yes
11,707,97,2,2,yes
11,627,192,1,2,yes
11,411,192,1,1,yes
11,122,92,3,2,yes
11,135,94,2,1,yes
11,186,98,1,2,yes
11,226,94,4,2,yes
11,210,93,1,2,yes
11,495,93,1,2,yes
11,167,92,1,2,yes
11,259,92,2,-2,yes
11,239,93,2,2,yes
11,381,-1,0,0,yes
11,193,92,1,2,yes
11,271,92,4,2,yes
11,256,92,3,-2,yes
11,130,95,2,-2,yes
11,295,200,2,2,yes
11,301,94,3,-2,yes
11,167,-1,0,0,yes
11,183,94,1,2,yes
11,432,-1,0,0,yes
11,250,-1,0,0,yes
11,175,200,1,2,yes
11,380,88,1,-2,yes
11,445,95,1,-2,yes
11,984,-1,0,0,yes
11,1248,94,2,-2,yes
11,85,-1,0,0,yes
11,209,91,2,-2,yes
11,134,91,1,2,yes
11,747,-1,0,0,yes
11,135,-1,0,0,yes
11,393,201,17,1,yes
11,255,-1,0,0,yes
11,372,-1,0,0,yes
11,234,-1,0,0,yes
11,349,183,1,2,yes
11,487,97,2,-2,yes
11,208,91,1,2,yes
11,414,184,1,-2,yes
11,541,-1,0,0,yes
11,160,-1,0,0,yes
11,1628,188,8,2,yes
11,260,103,1,2,yes
12,357,188,3,1,yes
12,310,-1,0,0,yes
12,346,-1,0,0,yes
12,415,190,5,-2,yes
12,244,184,1,2,yes
12,284,171,1,-2,yes
12,154,97,2,-2,yes
12,155,120,3,2,yes
12,352,-1,0,0,yes
12,472,-1,0,0,yes
12,350,182,1,2,yes
12,705,-1,0,0,yes
12,271,-1,0,0,yes
12,208,-1,0,0,yes
12,439,185,5,2,yes
12,821,242,1,2,yes
12,232,310,2,-2,yes
12,360,105,5,2,yes
12,696,-1,0,0,yes
12,929,189,1,1,yes
12,415,116,4,-2,yes
12,620,-1,0,0,yes
12,329,-1,0,0,yes
12,254,385,2,1,yes
12,288,183,4,2,yes
12,179,190,1,2,yes
12,854,-1,0,0,yes
12,479,-1,0,0,yes
12,343,-1,0,0,yes
12,595,-1,0,0,yes
12,395,-1,0,0,yes
12,456,275,9,2,yes
12,149,-1,0,0,yes
12,336,-1,0,0,yes
12,429,-1,0,0,yes
12,441,156,1,1,yes
12,798,185,5,1,yes
12,805,190,1,1,yes
12,422,188,3,2,yes
12,232,-1,0,0,yes
12,582,115,1,1,yes
12,166,126,3,1,yes
12,420,175,2,-2,yes
12,321,189,4,2,yes
12,351,-1,0,0,yes
12,324,-1,0,0,yes
12,279,189,19,1,yes
12,314,195,1,2,yes
12,443,-1,0,0,yes
12,283,196,1,2,yes
12,546,-1,0,0,yes
12,330,127,3,2,yes
12,222,231,1,-2,yes
12,726,-1,0,0,yes
12,170,197,2,2,yes
12,406,182,2,-2,yes
12,415,-1,0,0,yes
12,294,315,4,2,yes
12,322,189,1,2,yes
12,467,186,2,2,yes
12,2062,257,1,2,yes
12,264,-1,0,0,yes
12,367,294,2,-2,yes
12,321,-1,0,0,yes
12,190,188,9,2,yes
12,410,165,2,1,yes
12,305,309,5,2,yes
12,282,203,1,2,yes
12,422,-1,0,0,yes
12,250,-1,0,0,yes
12,679,313,2,1,yes
12,206,196,2,2,yes
12,315,210,2,2,yes
12,400,-1,0,0,yes
12,473,216,2,-2,yes
12,893,-1,0,0,yes
12,284,-1,0,0,yes
12,155,197,1,2,yes
12,296,176,4,2,yes
12,1370,209,3,2,yes
12,63,200,9,2,yes
12,369,-1,0,0,yes
1,301,-1,0,0,yes
1,202,91,1,2,yes
1,585,192,2,2,yes
1,210,192,2,2,yes
1,170,343,1,1,yes
1,767,83,1,2,yes
1,377,-1,0,0,yes
1,229,279,2,2,yes
1,265,-1,0,0,yes
1,316,-1,0,0,yes
1,409,-1,0,0,yes
1,661,92,1,2,yes
1,512,-1,0,0,yes
1,143,-1,0,0,yes
1,163,91,3,-2,yes
1,260,194,2,2,yes
1,380,-1,0,0,yes
1,248,-1,0,0,yes
1,108,-1,0,0,yes
1,452,-1,0,0,yes
1,187,-1,0,0,yes
1,372,196,2,2,yes
1,183,90,4,1,yes
1,309,91,10,2,yes
1,517,282,4,2,yes
1,233,-1,0,0,yes
1,589,-1,0,0,yes
1,305,274,1,2,yes
1,366,-1,0,0,yes
1,295,347,1,-2,yes
1,348,-1,0,0,yes
1,396,-1,0,0,yes
1,233,-1,0,0,yes
1,326,272,2,2,yes
1,366,91,2,-2,yes
1,453,67,9,2,yes
1,262,91,1,2,yes
1,353,195,1,2,yes
1,639,94,1,2,yes
1,240,301,3,-2,yes
1,423,-1,0,0,yes
1,255,88,1,2,yes
1,696,202,2,2,yes
1,164,96,3,2,yes
1,1616,95,2,2,yes
1,143,-1,0,0,yes
1,340,92,1,2,yes
1,245,92,2,2,yes
1,142,238,3,1,yes
1,342,92,2,2,yes
1,164,92,4,2,yes
1,181,92,1,2,yes
1,196,202,2,2,yes
1,366,436,10,-2,yes
1,701,-1,0,0,yes
1,399,-1,0,0,yes
1,918,93,1,2,yes
1,417,-1,0,0,yes
1,390,93,1,2,yes
1,293,-1,0,0,yes
1,130,-1,0,0,yes
1,151,91,3,2,yes
1,202,83,3,2,yes
1,186,433,1,-2,yes
1,161,98,2,-2,yes
1,155,-1,0,0,yes
1,216,91,4,2,yes
1,223,-1,0,0,yes
1,177,-1,0,0,yes
1,254,142,6,2,yes
1,144,102,1,1,yes
1,313,120,3,-2,yes
1,479,-1,0,0,yes
2,265,-1,0,0,yes
2,563,-1,0,0,yes
2,483,-1,0,0,yes
2,474,172,2,1,yes
2,577,-1,0,0,yes
2,204,-1,0,0,yes
2,336,281,2,-2,yes
2,219,-1,0,0,yes
2,179,93,1,1,yes
2,355,301,5,2,yes
2,443,82,3,2,yes
2,508,92,4,-2,yes
2,129,174,2,1,yes
2,153,48,3,2,yes
2,140,366,2,-2,yes
2,301,-1,0,0,yes
2,892,104,4,2,yes
2,373,92,1,2,yes
2,279,181,1,-2,yes
2,208,-1,0,0,yes
2,658,-1,0,0,yes
2,305,94,3,2,yes
2,233,276,2,-2,yes
2,429,-1,0,0,yes
2,195,97,12,1,yes
2,390,150,6,2,yes
2,261,184,6,2,yes
2,649,176,1,-2,yes
2,739,181,2,-2,yes
2,383,181,5,-2,yes
2,489,178,2,-2,yes
2,151,297,1,2,yes
2,195,176,5,-2,yes
2,110,64,2,2,yes
2,286,-1,0,0,yes
2,376,129,3,1,yes
2,190,280,8,-2,yes
2,186,97,1,2,yes
2,1133,101,1,1,yes
2,363,187,1,2,yes
2,309,446,3,-2,yes
2,78,-1,0,0,yes
2,469,185,2,-2,yes
2,359,92,3,2,yes
2,127,558,7,1,yes
2,98,92,1,2,yes
2,92,183,1,2,yes
2,290,92,1,2,yes
2,120,104,2,-2,yes
2,63,182,5,-2,yes
2,125,183,2,-2,yes
2,164,92,1,2,yes
2,742,182,1,-2,yes
2,243,92,3,2,yes
2,629,-1,0,0,yes
2,153,92,13,2,yes
2,151,-1,0,0,yes
2,158,92,5,2,yes
2,511,183,6,2,yes
2,406,92,2,2,yes
2,314,156,4,1,yes
2,135,92,5,2,yes
2,691,180,5,-2,yes
2,71,190,1,2,yes
2,449,91,3,2,yes
2,293,91,4,2,yes
2,288,188,1,2,yes
2,112,-1,0,0,yes
2,226,-1,0,0,yes
2,309,90,4,2,yes
2,253,174,4,2,yes
2,391,92,5,2,yes
2,268,183,7,2,yes
2,456,184,2,2,yes
2,352,183,1,2,yes
2,660,-1,0,0,yes
2,467,182,3,2,yes
2,231,297,2,-2,yes
2,981,90,6,2,yes
2,515,183,1,-2,yes
2,671,181,3,-2,yes
2,419,183,1,2,yes
2,328,183,4,2,yes
2,637,183,1,2,yes
2,218,-1,0,0,yes
2,138,184,3,2,yes
2,171,182,4,1,yes
2,181,-1,0,0,yes
2,375,374,1,1,yes
2,379,93,2,2,yes
2,251,186,3,2,yes
2,138,92,2,2,yes
2,666,-1,0,0,yes
2,1835,182,2,2,yes
2,382,185,6,2,yes
2,295,616,1,-2,yes
2,83,187,3,2,yes
2,136,-1,0,0,yes
2,93,91,9,-2,yes
2,531,91,2,2,yes
2,201,186,2,2,yes
2,216,91,4,2,yes
2,91,185,6,2,yes
2,337,95,2,2,yes
2,379,91,1,2,yes
2,308,94,4,2,yes
2,205,-1,0,0,yes
2,659,-1,0,0,yes
2,394,189,1,2,yes
2,171,91,2,2,yes
2,386,-1,0,0,yes
2,220,63,5,-2,yes
2,416,-1,0,0,yes
2,737,561,2,2,yes
2,232,181,1,2,yes
2,222,553,4,-2,yes
2,269,-1,0,0,yes
2,255,555,6,2,yes
2,222,94,2,2,yes
2,388,262,7,2,yes
2,145,192,1,-2,yes
2,330,-1,0,0,yes
2,302,184,1,2,yes
2,392,-1,0,0,yes
2,543,189,1,-2,yes
2,326,-1,0,0,yes
2,155,-1,0,0,yes
2,639,189,1,-2,yes
2,269,187,5,2,yes
2,279,-1,0,0,yes
2,95,265,11,1,yes
2,367,176,6,-2,yes
2,132,103,7,-2,yes
2,228,182,6,-2,yes
2,61,384,2,-2,yes
2,175,92,6,2,yes
2,127,184,2,2,yes
2,137,187,4,2,yes
2,694,184,5,-2,yes
2,151,-1,0,0,yes
2,242,-1,0,0,yes
2,481,-1,0,0,yes
2,416,-1,0,0,yes
2,318,388,1,2,yes
2,1422,461,1,-2,yes
2,169,191,3,2,yes
2,98,87,10,-2,yes
2,385,-1,0,0,yes
2,959,186,6,2,yes
2,771,171,1,2,yes
2,335,102,2,-2,yes
2,229,192,4,2,yes
2,427,191,3,2,yes
2,270,133,2,2,yes
3,525,89,11,-2,yes
3,658,-1,0,0,yes
3,207,-1,0,0,yes
3,177,288,2,-2,yes
3,313,152,2,2,yes
3,136,203,1,1,yes
3,228,390,2,1,yes
3,311,-1,0,0,yes
3,187,322,1,1,yes
3,141,180,2,-2,yes
3,557,-1,0,0,yes
3,145,198,1,-2,yes
3,355,86,5,-2,yes
3,180,-1,0,0,yes
3,177,133,5,1,yes
3,251,181,4,-2,yes
3,148,87,4,-2,yes
3,456,281,5,2,yes
3,562,181,2,-2,yes
3,229,205,1,-2,yes
3,115,-1,0,0,yes
3,418,-1,0,0,yes
3,341,179,4,2,yes
3,373,-1,0,0,yes
3,257,394,1,-2,yes
3,219,91,6,1,yes
3,319,-1,0,0,yes
3,498,179,7,2,yes
3,264,278,1,2,yes
3,659,-1,0,0,yes
3,277,286,1,-2,yes
3,409,-1,0,0,yes
3,301,89,2,2,yes
3,241,-1,0,0,yes
3,139,181,3,2,yes
3,225,90,1,2,yes
3,469,181,2,2,yes
3,176,-1,0,0,yes
3,301,90,4,2,yes
3,236,-1,0,0,yes
3,212,181,6,2,yes
3,305,326,1,2,yes
3,288,90,3,2,yes
3,700,154,3,2,yes
3,273,182,1,2,yes
3,295,-1,0,0,yes
3,450,181,6,2,yes
3,436,182,1,2,yes
3,239,-1,0,0,yes
3,106,478,3,-2,yes
3,335,-1,0,0,yes
3,290,93,2,2,yes
3,212,-1,0,0,yes
3,229,339,1,-2,yes
3,213,182,6,2,yes
3,192,185,2,2,yes
3,427,181,3,2,yes
3,506,195,1,1,yes
3,577,-1,0,0,yes
3,180,302,3,2,yes
3,261,-1,0,0,yes
3,295,91,2,2,yes
3,231,181,2,2,yes
3,881,155,2,-2,yes
3,473,-1,0,0,yes
3,237,-1,0,0,yes
3,420,276,1,1,yes
3,265,-1,0,0,yes
3,910,184,4,2,yes
3,467,188,6,1,yes
3,593,90,6,1,yes
3,254,-1,0,0,yes
3,247,187,3,2,yes
3,173,181,4,2,yes
3,215,-1,0,0,yes
3,248,90,10,2,yes
3,222,188,6,1,yes
3,273,-1,0,0,yes
3,128,106,2,2,yes
3,191,-1,0,0,yes
3,101,421,1,2,yes
3,156,-1,0,0,yes
3,187,178,2,2,yes
3,272,178,6,2,yes
3,288,-1,0,0,yes
3,360,326,8,-2,yes
3,281,-1,0,0,yes
3,92,90,2,2,yes
3,433,342,1,-2,yes
3,277,337,1,2,yes
3,236,92,2,1,yes
3,110,-1,0,0,yes
3,262,-1,0,0,yes
3,577,223,3,1,yes
3,193,181,1,2,yes
3,175,181,1,-2,yes
4,149,350,1,2,yes
4,280,184,3,2,yes
4,390,94,3,2,yes
4,558,-1,0,0,yes
4,216,370,1,-2,yes
4,358,-1,0,0,yes
4,111,-1,0,0,yes
4,144,374,2,2,yes
4,558,-1,0,0,yes
4,547,626,2,-2,yes
4,327,-1,0,0,yes
4,907,185,7,-2,yes
4,208,-1,0,0,yes
4,170,-1,0,0,yes
4,459,307,1,-2,yes
4,470,426,3,1,yes
4,317,363,2,2,yes
4,196,363,1,-2,yes
4,122,98,2,2,yes
4,177,210,3,-2,yes
4,604,236,2,-2,yes
4,222,-1,0,0,yes
4,481,-1,0,0,yes
4,524,206,5,2,yes
4,176,-1,0,0,yes
4,176,-1,0,0,yes
4,223,182,2,-2,yes
4,1093,-1,0,0,yes
4,232,348,1,2,yes
4,567,595,2,-2,yes
4,240,179,2,-2,yes
4,122,-1,0,0,yes
4,398,-1,0,0,yes
4,256,181,2,2,yes
4,173,-1,0,0,yes
4,250,181,8,2,yes
4,133,183,2,2,yes
4,185,181,2,2,yes
4,200,-1,0,0,yes
4,159,378,3,-2,yes
4,141,-1,0,0,yes
4,330,311,4,2,yes
4,214,-1,0,0,yes
4,442,246,2,1,yes
4,218,181,1,2,yes
4,297,182,2,1,yes
4,330,-1,0,0,yes
4,125,-1,0,0,yes
4,529,181,4,2,yes
4,1143,-1,0,0,yes
4,175,183,1,2,yes
4,167,181,3,2,yes
4,162,181,5,2,yes
4,462,648,1,-2,yes
4,379,202,1,2,yes
4,476,-1,0,0,yes
4,595,254,1,-2,yes
4,403,-1,0,0,yes
4,623,-1,0,0,yes
4,224,182,1,2,yes
4,554,304,2,2,yes
4,499,185,4,2,yes
4,263,-1,0,0,yes
4,342,-1,0,0,yes
4,296,521,1,-2,yes
4,291,182,3,2,yes
4,888,182,3,2,yes
4,252,185,5,1,yes
4,361,182,5,2,yes
4,465,369,2,2,yes
4,182,186,2,2,yes
4,192,334,1,-2,yes
4,1472,192,4,-2,yes
4,328,143,2,2,yes
4,212,202,2,2,yes
4,175,-1,0,0,yes
4,325,180,7,-2,yes
4,426,179,3,1,yes
4,321,449,1,1,yes
4,473,182,2,-2,yes
4,370,-1,0,0,yes
4,159,-1,0,0,yes
4,184,126,2,1,yes
4,403,182,1,2,yes
4,545,181,8,2,yes
4,392,182,1,2,yes
4,623,181,3,2,yes
4,387,-1,0,0,yes
4,226,-1,0,0,yes
4,882,181,3,2,yes
4,660,191,1,-2,yes
4,388,-1,0,0,yes
4,250,-1,0,0,yes
4,395,426,1,1,yes
4,449,398,1,2,yes
4,169,190,2,2,yes
4,315,182,2,2,yes
4,463,-1,0,0,yes
4,262,189,11,1,yes
4,183,183,2,2,yes
4,551,-1,0,0,yes
5,552,90,2,2,yes
5,361,89,3,2,yes
5,494,95,2,2,yes
5,714,-1,0,0,yes
5,268,88,4,2,yes
5,421,92,2,2,yes
5,153,182,11,2,yes
5,209,53,3,2,yes
5,188,-1,0,0,yes
5,389,195,4,2,yes
5,258,90,7,2,yes
5,338,-1,0,0,yes
5,226,99,2,-2,yes
5,232,89,4,1,yes
5,510,-1,0,0,yes
5,443,-1,0,0,yes
5,246,55,5,2,yes
5,195,90,3,1,yes
5,243,98,2,-2,yes
5,292,-1,0,0,yes
5,662,66,2,2,yes
5,300,-1,0,0,yes
5,226,88,4,2,yes
5,211,88,8,2,yes
5,583,53,6,2,yes
5,309,181,1,2,yes
5,171,181,3,2,yes
5,166,182,10,2,yes
5,317,181,5,2,yes
5,411,-1,0,0,yes
5,620,-1,0,0,yes
5,289,-1,0,0,yes
5,260,91,4,2,yes
5,306,181,5,2,yes
5,263,181,2,2,yes
5,216,87,10,2,yes
5,328,182,3,2,yes
5,624,-1,0,0,yes
5,331,90,3,2,yes
5,270,-1,0,0,yes
5,356,71,5,2,yes
5,393,84,1,1,yes
5,234,87,3,2,yes
5,336,87,5,2,yes
5,567,275,4,-2,yes
5,404,183,2,1,yes
5,526,179,3,2,yes
5,196,182,4,2,yes
5,220,179,1,2,yes
5,700,92,7,2,yes
5,1205,178,7,2,yes
5,809,179,4,2,yes
5,396,-1,0,0,yes
5,466,88,3,2,yes
5,379,258,10,1,yes
5,376,181,3,2,yes
5,272,182,3,2,yes
5,508,-1,0,0,yes
5,387,-1,0,0,yes
5,336,89,5,-2,yes
5,353,-1,0,0,yes
5,243,186,1,2,yes
5,327,361,3,-2,yes
5,30,357,1,1,yes
5,472,90,6,2,yes
5,212,-1,0,0,yes
5,291,202,5,1,yes
5,351,-1,0,0,yes
5,226,91,8,2,yes
5,214,-1,0,0,yes
5,588,386,3,-2,yes
5,374,185,2,1,yes
5,382,89,7,2,yes
5,341,133,3,-2,yes
5,699,378,9,-2,yes
5,323,353,3,1,yes
5,641,-1,0,0,yes
5,681,181,2,2,yes
5,393,-1,0,0,yes
5,272,-1,0,0,yes
5,500,358,2,-2,yes
5,332,-1,0,0,yes
5,289,328,1,2,yes
5,405,205,2,-2,yes
5,175,89,7,1,yes
5,236,-1,0,0,yes
5,135,90,11,2,yes
5,530,-1,0,0,yes
5,283,135,5,2,yes
5,93,555,2,1,yes
5,181,183,1,2,yes
5,820,-1,0,0,yes
5,489,479,1,-2,yes
5,275,-1,0,0,yes
5,417,-1,0,0,yes
5,173,279,4,2,yes
5,473,-1,0,0,yes
5,86,-1,0,0,yes
5,270,-1,0,0,yes
5,775,-1,0,0,yes
6,201,-1,0,0,yes
6,516,292,5,-2,yes
6,326,237,2,-2,yes
6,154,91,12,2,yes
6,347,140,2,2,yes
6,296,-1,0,0,yes
6,303,278,3,2,yes
6,407,92,1,2,yes
6,657,182,1,2,yes
6,226,182,4,2,yes
6,310,-1,0,0,yes
6,204,183,3,2,yes
6,187,181,2,2,yes
6,215,371,6,-2,yes
6,506,-1,0,0,yes
6,251,-1,0,0,yes
6,206,92,1,2,yes
6,712,64,12,-2,yes
6,334,-1,0,0,yes
6,163,92,3,2,yes
6,874,188,6,-2,yes
6,674,-1,0,0,yes
6,278,116,4,1,yes
6,434,96,6,1,yes
6,187,94,9,2,yes
6,245,384,1,1,yes
6,661,384,2,1,yes
6,270,-1,0,0,yes
6,212,-1,0,0,yes
6,458,130,8,2,yes
6,713,-1,0,0,yes
6,293,425,1,2,yes
6,563,181,10,-2,yes
6,167,98,6,1,yes
6,485,-1,0,0,yes
6,619,92,2,2,yes
6,379,376,13,1,yes
6,910,224,3,2,yes
6,243,285,2,2,yes
6,208,-1,0,0,yes
6,605,-1,0,0,yes
6,288,181,3,2,yes
6,339,183,2,2,yes
6,383,296,19,1,yes
6,247,-1,0,0,yes
6,169,-1,0,0,yes
6,485,227,4,-2,yes
6,176,52,7,-2,yes
6,544,-1,0,0,yes
6,301,134,4,2,yes
6,252,92,1,2,yes
6,867,84,3,2,yes
6,706,225,2,2,yes
6,342,107,2,2,yes
6,339,183,5,2,yes
6,671,-1,0,0,yes
6,1207,385,1,-2,yes
6,482,91,2,2,yes
6,310,-1,0,0,yes
6,213,150,8,-2,yes
6,300,389,3,-2,yes
6,374,179,2,2,yes
6,472,-1,0,0,yes
6,266,318,3,1,yes
6,614,94,9,2,yes
6,297,144,4,1,yes
6,281,186,6,1,yes
6,345,94,3,1,yes
6,325,94,1,2,yes
6,452,-1,0,0,yes
6,363,-1,0,0,yes
6,359,182,1,2,yes
6,737,186,10,1,yes
6,265,586,2,-2,yes
6,401,-1,0,0,yes
6,295,287,4,2,yes
6,222,91,7,-2,yes
6,205,91,3,2,yes
6,660,182,6,2,yes
6,271,84,3,2,yes
6,167,-1,0,0,yes
6,263,450,2,-2,yes
6,275,296,1,-2,yes
6,319,-1,0,0,yes
6,301,93,4,1,yes
7,561,295,2,2,yes
7,304,119,2,2,yes
7,423,-1,0,0,yes
7,217,-1,0,0,yes
7,248,-1,0,0,yes
7,667,-1,0,0,yes
7,194,88,1,2,yes
7,128,-1,0,0,yes
7,140,424,8,2,yes
7,267,-1,0,0,yes
7,335,194,2,-2,yes
7,319,-1,0,0,yes
7,396,386,2,2,yes
7,386,776,55,-2,yes
7,229,251,6,2,yes
7,398,460,2,-2,yes
7,273,433,1,2,yes
7,276,-1,0,0,yes
7,229,412,2,-2,yes
7,480,181,2,2,yes
7,294,521,1,-2,yes
7,411,148,9,1,yes
7,250,371,1,2,yes
7,968,87,5,-2,yes
7,414,-1,0,0,yes
7,449,-1,0,0,yes
7,967,-1,0,0,yes
7,444,-1,0,0,yes
7,344,87,3,-2,yes
7,483,239,7,2,yes
7,474,-1,0,0,yes
7,464,683,6,-2,yes
7,23,-1,0,0,yes
7,67,-1,0,0,yes
7,210,158,7,1,yes
7,220,529,1,-2,yes
7,537,-1,0,0,yes
7,567,182,3,2,yes
7,248,194,3,-2,yes
7,305,-1,0,0,yes
7,195,91,10,2,yes
7,363,181,1,-2,yes
7,617,377,1,2,yes
7,475,412,1,1,yes
7,317,-1,0,0,yes
7,311,91,2,2,yes
7,272,182,2,2,yes
7,371,166,3,1,yes
7,413,181,3,2,yes
7,603,-1,0,0,yes
7,397,-1,0,0,yes
7,817,209,3,1,yes
7,247,180,3,2,yes
7,276,-1,0,0,yes
7,604,-1,0,0,yes
7,897,-1,0,0,yes
7,287,415,1,-2,yes
7,87,184,2,1,yes
7,268,181,2,-2,yes
7,219,91,1,2,yes
7,346,181,4,2,yes
7,957,182,1,2,yes
7,552,-1,0,0,yes
7,390,182,5,2,yes
7,198,244,4,1,yes
7,815,407,3,2,yes
7,574,179,3,2,yes
7,316,179,10,2,yes
7,205,-1,0,0,yes
7,241,-1,0,0,yes
7,806,183,5,2,yes
7,457,182,3,1,yes
7,253,458,1,2,yes
7,1148,276,2,1,yes
7,173,311,8,-2,yes
7,230,164,2,-2,yes
7,187,-1,0,0,yes
7,568,-1,0,0,yes
7,204,532,2,1,yes
7,178,92,8,-2,yes
