duration,age,housing,balance,job,y
377,36,yes,0,Employed,no
322,28,yes,229,Employed,no
208,31,yes,1656,Employed,no
46,43,yes,1342,Employed,no
211,32,yes,331,Unemployed,no
156,31,yes,238,Employed,no
178,56,yes,202,Employed,no
133,34,yes,318,Employed,no
206,46,yes,-1124,Employed,no
544,27,yes,662,Employed,no
143,33,yes,1790,Employed,no
471,35,yes,198,Employed,no
200,29,yes,726,Employed,no
324,39,yes,183,Employed,no
71,48,yes,149,Employed,no
164,58,yes,-91,Employed,no
137,36,yes,-9,Employed,no
91,33,yes,134,Employed,no
280,32,no,0,Employed,no
230,32,yes,6259,Employed,no
63,31,no,27,Employed,no
135,30,yes,383,Employed,no
261,30,yes,1108,Employed,no
215,40,yes,117,Employed,no
200,35,yes,108,Employed,no
391,42,yes,479,Employed,no
1028,60,yes,65,Employed,yes
107,28,no,234,Employed,no
108,29,yes,-53,Employed,no
145,33,yes,-131,Unemployed,no
142,23,yes,-39,Employed,no
106,34,yes,139,Employed,no
134,29,yes,262,Employed,no
190,32,yes,160,Employed,no
241,55,yes,186,Employed,no
180,39,no,-79,Unemployed,no
237,37,yes,1113,Employed,no
654,26,yes,82,Employed,yes
189,35,yes,321,Employed,no
70,26,yes,1326,Employed,no
62,34,yes,2257,Employed,no
1087,55,no,1373,Employed,no
323,39,yes,304,Employed,no
111,27,yes,659,Unemployed,no
197,30,yes,491,Employed,no
224,28,yes,101,Employed,no
557,33,yes,33,Employed,no
150,43,yes,291,Employed,no
388,50,yes,218,Employed,no
89,26,yes,102,Employed,no
57,33,yes,88,Employed,no
209,47,yes,94,Employed,no
188,33,yes,-665,Employed,no
342,34,yes,-331,Employed,no
84,33,yes,550,Employed,no
97,23,yes,151,Unemployed,no
530,29,no,5406,Employed,no
365,33,yes,269,Employed,no
285,41,yes,2457,Employed,no
352,27,yes,45,Employed,no
316,34,yes,610,Employed,no
126,53,yes,-133,Employed,no
76,34,yes,66,Employed,no
1692,40,yes,10,Employed,yes
24,27,no,350,Employed,no
253,33,yes,546,Employed,no
73,40,yes,360,Employed,no
622,21,no,6,Unemployed,no
133,31,yes,0,Employed,no
178,51,yes,22,Employed,no
404,26,yes,57,Employed,no
275,26,yes,1349,Employed,no
109,32,no,708,Employed,no
134,31,yes,1329,Employed,no
407,27,yes,7459,Unemployed,no
225,58,yes,47,Unemployed,no
86,39,yes,-516,Employed,no
20,30,yes,0,Employed,no
247,29,yes,433,Employed,no
129,38,yes,9,Employed,no
324,29,yes,-6,Employed,no
2016,28,yes,-197,Employed,yes
1054,41,yes,184,Employed,no
256,43,yes,336,Employed,no
163,43,yes,36,Employed,no
251,37,yes,277,Employed,no
113,46,yes,452,Employed,no
193,53,yes,-135,Employed,no
125,28,yes,7,Employed,no
344,41,yes,442,Employed,no
282,36,yes,590,Employed,no
1170,37,yes,447,Employed,no
408,38,yes,49,Employed,no
128,32,yes,1118,Employed,no
665,33,yes,390,Employed,yes
67,28,yes,-125,Employed,no
167,52,yes,-97,Employed,no
395,30,no,18,Employed,no
137,37,yes,131,Employed,no
118,27,yes,527,Employed,no
231,31,yes,1129,Employed,no
128,47,yes,266,Employed,no
174,33,yes,687,Employed,no
195,46,yes,1726,Employed,no
412,38,yes,-388,Employed,no
127,33,yes,92,Employed,no
13,44,yes,-11,Employed,no
61,35,yes,1510,Employed,no
286,38,yes,171,Employed,no
76,56,yes,420,Employed,no
53,33,yes,513,Employed,no
274,45,yes,137,Employed,no
409,30,yes,21,Employed,no
232,34,yes,-312,Employed,no
325,32,yes,-208,Employed,no
144,32,no,2,Employed,no
1713,27,yes,1033,Employed,no
241,48,yes,855,Unemployed,no
103,54,yes,781,Employed,no
338,29,yes,542,Employed,no
182,37,yes,-175,Employed,no
346,26,yes,79,Employed,no
204,43,yes,3,Employed,no
296,31,yes,4471,Employed,no
551,55,yes,2313,Employed,no
663,45,yes,-139,Employed,no
338,35,yes,300,Employed,no
153,57,yes,-3313,Employed,no
188,49,yes,352,Employed,no
305,23,yes,105,Employed,no
1080,49,yes,164,Employed,no
1461,35,yes,-202,Employed,no
116,38,yes,-256,Employed,no
129,39,yes,1261,Employed,no
98,27,yes,-503,Employed,no
262,37,no,790,Employed,no
147,57,yes,0,Employed,no
150,38,yes,638,Employed,no
282,26,yes,47,Employed,no
332,46,yes,242,Employed,no
88,44,yes,469,Employed,no
94,44,yes,271,Employed,no
455,28,yes,948,Employed,no
49,37,no,-356,Employed,no
181,43,yes,336,Employed,no
345,25,yes,61,Employed,no
154,34,yes,359,Employed,no
294,39,yes,105,Employed,no
750,35,yes,6809,Employed,no
202,32,yes,59,Employed,no
81,31,no,0,Employed,no
214,42,yes,0,Employed,no
128,31,yes,216,Employed,no
70,30,yes,2530,Employed,no
106,29,yes,356,Employed,no
279,29,yes,-228,Employed,no
400,36,yes,198,Employed,no
231,41,yes,510,Employed,no
175,37,yes,223,Employed,no
179,32,yes,4,Employed,no
107,39,yes,338,Employed,no
94,31,yes,0,Employed,no
142,33,yes,328,Employed,no
119,30,yes,255,Employed,no
180,24,no,304,Unemployed,no
136,55,yes,-256,Employed,no
44,27,yes,683,Employed,no
229,47,yes,84,Employed,no
184,29,yes,608,Employed,no
73,56,no,230,Employed,no
330,31,yes,12,Employed,no
126,46,yes,881,Employed,no
83,47,yes,77,Employed,no
25,29,yes,510,Unemployed,no
26,35,yes,1555,Employed,no
169,31,yes,68,Employed,no
179,29,yes,43,Employed,no
280,48,yes,244,Employed,no
61,59,no,1376,Employed,no
124,44,yes,392,Employed,no
89,30,yes,-396,Employed,no
210,50,yes,89,Employed,no
393,25,yes,10,Employed,no
1178,32,yes,150,Employed,no
161,49,yes,1387,Employed,no
515,38,yes,253,Employed,no
177,29,yes,853,Employed,no
178,51,yes,91,Employed,no
185,29,yes,348,Employed,no
218,32,yes,43,Employed,no
191,43,yes,-178,Unemployed,no
245,34,no,2137,Employed,no
255,37,yes,1160,Employed,no
488,29,yes,3986,Employed,no
211,39,yes,126,Employed,no
226,34,yes,6411,Employed,no
179,28,yes,655,Employed,no
460,37,yes,2378,Employed,no
432,29,yes,15,Employed,no
176,25,yes,96,Employed,no
162,33,yes,191,Employed,no
192,34,yes,391,Employed,no
237,50,yes,31,Employed,no
134,35,no,73,Employed,no
44,53,no,0,Employed,no
47,41,yes,156,Employed,no
752,48,yes,231,Employed,no
116,32,yes,-83,Employed,no
182,38,no,138,Employed,no
122,57,yes,221,Employed,no
51,50,yes,3284,Employed,no
260,40,no,4190,Employed,no
214,45,yes,5694,Employed,no
407,34,yes,297,Employed,no
389,32,yes,-89,Employed,no
31,28,yes,244,Employed,no
115,30,yes,152,Employed,no
878,41,yes,1696,Employed,no
277,36,no,714,Employed,no
117,49,yes,315,Employed,no
262,32,yes,312,Employed,no
244,53,yes,913,Employed,no
119,44,yes,-407,Unemployed,no
162,34,yes,338,Employed,no
185,56,yes,-435,Employed,no
317,27,yes,769,Employed,no
214,32,yes,120,Employed,no
71,43,no,0,Employed,no
43,34,yes,9569,Employed,no
298,35,yes,351,Employed,no
167,28,yes,2,Employed,no
86,52,yes,226,Employed,no
255,36,yes,95,Employed,no
83,35,yes,123,Employed,no
257,30,yes,15,Employed,no
194,23,yes,375,Employed,no
268,37,yes,1190,Employed,no
176,29,yes,487,Employed,no
97,28,yes,123,Employed,no
263,56,yes,2272,Employed,no
338,27,yes,133,Employed,no
180,33,yes,447,Employed,no
322,53,yes,-864,Employed,no
64,47,no,8,Employed,no
71,50,yes,107,Employed,no
166,31,no,620,Employed,no
210,31,yes,42,Employed,no
77,37,yes,-120,Employed,no
328,37,yes,493,Employed,no
164,48,yes,296,Unemployed,no
154,31,yes,6248,Employed,no
84,34,no,484,Employed,no
153,32,yes,12,Employed,no
155,54,no,154,Employed,no
111,31,yes,606,Employed,no
91,55,yes,560,Employed,no
257,27,yes,564,Employed,no
213,36,yes,771,Employed,no
173,33,yes,0,Employed,no
315,43,yes,757,Employed,no
190,42,yes,333,Employed,no
102,48,yes,418,Employed,no
35,41,no,-256,Employed,no
83,36,yes,494,Employed,no
834,32,yes,85,Employed,no
244,58,yes,127,Employed,no
143,40,yes,69,Employed,no
1534,31,yes,713,Employed,no
291,42,yes,-10,Employed,no
163,34,yes,-294,Employed,no
149,34,yes,222,Employed,no
33,35,yes,86,Employed,no
144,57,yes,0,Employed,no
40,28,no,26,Employed,no
79,50,yes,103,Employed,no
112,46,yes,-80,Employed,no
147,28,yes,131,Employed,no
836,57,no,106,Unknown,no
290,49,no,15,Employed,no
148,56,no,4542,Employed,no
289,56,yes,172,Employed,no
345,49,yes,0,Employed,no
1002,50,yes,107,Employed,no
181,47,no,15,Employed,no
460,45,yes,101,Employed,yes
129,44,yes,304,Unemployed,no
76,51,yes,7816,Employed,no
111,34,yes,0,Employed,no
104,25,yes,784,Employed,no
221,30,no,2581,Employed,no
150,39,yes,507,Unemployed,no
399,25,yes,333,Unemployed,no
115,34,yes,-220,Employed,no
149,25,yes,249,Employed,no
92,33,yes,-257,Employed,no
111,44,no,210,Employed,no
128,55,yes,18722,Unemployed,no
192,54,yes,42,Employed,no
88,43,yes,210,Unemployed,no
592,35,no,325,Employed,no
105,27,yes,123,Employed,no
62,42,yes,-25,Employed,no
29,40,yes,66,Employed,no
59,31,yes,0,Employed,no
247,29,yes,409,Employed,no
160,49,no,4785,Employed,no
144,59,yes,121,Unemployed,no
346,37,yes,0,Employed,no
57,60,yes,231,Employed,no
396,25,yes,1135,Employed,no
286,28,yes,-201,Employed,no
400,40,yes,-278,Employed,no
282,43,yes,16,Employed,no
38,51,yes,-283,Employed,no
252,28,yes,-103,Employed,no
76,54,no,113,Employed,no
566,37,yes,194,Employed,no
167,35,yes,247,Employed,no
127,26,no,-402,Employed,no
178,55,yes,-40,Employed,no
71,57,yes,3867,Unemployed,no
109,39,yes,36,Employed,no
120,36,yes,2167,Employed,no
102,35,yes,243,Employed,no
409,33,yes,2,Employed,no
117,40,yes,737,Employed,no
177,31,no,286,Employed,no
757,32,no,311,Employed,yes
145,27,yes,541,Employed,no
124,31,yes,2963,Employed,no
36,28,yes,-871,Employed,no
94,33,yes,75,Employed,no
189,31,yes,2597,Employed,no
24,25,yes,-454,Employed,no
33,29,no,0,Employed,no
185,47,yes,304,Employed,no
165,59,yes,220,Employed,no
405,35,yes,561,Employed,no
172,33,yes,211,Employed,no
207,31,yes,4509,Employed,no
325,42,yes,196,Employed,no
57,26,yes,124,Employed,no
102,34,yes,381,Employed,no
378,31,yes,184,Employed,no
164,30,yes,-149,Employed,no
288,54,yes,-337,Employed,no
154,52,yes,210,Employed,no
102,40,yes,737,Employed,no
136,56,yes,75,Employed,no
53,25,yes,641,Unemployed,no
113,60,yes,78,Unemployed,no
110,43,yes,1558,Employed,no
523,32,yes,227,Employed,no
231,48,yes,602,Employed,no
217,43,yes,798,Employed,no
151,37,yes,1047,Employed,no
179,52,yes,111,Employed,no
293,25,yes,-439,Employed,no
281,31,yes,37,Employed,no
363,35,yes,362,Employed,no
86,27,yes,1,Employed,no
1147,41,yes,304,Employed,no
209,34,yes,-89,Employed,no
486,55,yes,276,Employed,no
49,26,yes,288,Employed,no
170,36,yes,650,Employed,no
539,45,yes,171,Employed,no
66,27,yes,-302,Employed,no
51,31,no,337,Employed,no
820,29,no,891,Employed,no
125,26,yes,199,Employed,no
398,46,yes,997,Employed,no
112,32,yes,108,Employed,no
64,25,no,40,Employed,no
255,54,no,208,Unemployed,no
34,31,yes,6890,Employed,no
95,33,yes,395,Employed,no
140,28,yes,-214,Employed,no
788,39,yes,496,Employed,no
194,37,yes,183,Employed,no
165,36,yes,199,Employed,no
306,56,yes,179,Employed,no
63,59,yes,434,Unemployed,no
501,30,yes,122,Employed,no
832,59,yes,371,Employed,no
101,27,no,3675,Employed,no
214,29,yes,11,Employed,no
290,48,yes,194,Employed,no
388,44,yes,23,Employed,no
1495,33,yes,1011,Employed,no
183,39,yes,446,Employed,no
322,46,yes,-29,Employed,no
646,28,yes,957,Employed,no
480,31,yes,297,Employed,no
169,40,yes,888,Employed,no
74,37,yes,115,Employed,no
146,29,yes,177,Employed,no
393,29,yes,-28,Employed,no
744,24,yes,951,Employed,no
593,32,yes,5,Employed,no
215,26,yes,586,Employed,no
379,47,yes,-1445,Employed,no
315,26,yes,-23,Employed,no
162,28,yes,-284,Employed,no
493,58,yes,1166,Employed,no
225,35,yes,244,Employed,no
208,29,yes,-72,Employed,no
80,56,yes,1399,Employed,no
3,43,yes,0,Employed,no
29,45,yes,431,Employed,no
132,31,yes,130,Employed,no
379,34,yes,187,Employed,no
101,32,yes,142,Employed,no
188,33,yes,14,Employed,no
386,28,yes,-219,Employed,no
457,43,yes,275,Employed,no
891,49,yes,5028,Employed,no
53,27,yes,118,Employed,no
446,30,yes,290,Employed,no
326,32,yes,1064,Employed,no
507,37,yes,904,Employed,no
1083,31,yes,628,Employed,no
123,56,yes,13,Unemployed,no
1266,26,yes,450,Employed,no
160,43,yes,-63,Employed,no
139,48,yes,164,Employed,no
178,31,yes,985,Employed,no
156,36,yes,616,Employed,no
200,24,yes,237,Employed,no
154,29,no,380,Unemployed,no
163,23,yes,290,Employed,no
391,54,yes,104,Employed,no
470,24,yes,117,Employed,no
268,25,yes,276,Employed,no
793,36,yes,-475,Employed,no
619,40,yes,838,Employed,no
460,29,yes,382,Employed,no
246,29,yes,624,Employed,no
194,48,yes,396,Employed,no
413,23,no,5,Employed,no
574,37,no,18,Employed,no
256,31,yes,-464,Employed,no
88,29,yes,330,Employed,no
146,56,yes,2087,Employed,no
170,28,yes,-260,Employed,no
596,44,yes,236,Employed,no
139,48,yes,684,Employed,no
177,30,yes,458,Employed,no
577,32,yes,324,Unemployed,no
335,41,yes,1052,Employed,no
262,30,no,37,Employed,no
115,37,yes,454,Employed,no
116,30,yes,573,Employed,no
136,28,yes,34,Employed,no
289,33,no,341,Employed,no
529,41,no,31,Employed,no
247,42,yes,-189,Employed,no
72,50,yes,424,Employed,no
166,23,yes,250,Unemployed,no
152,38,yes,3165,Employed,no
220,31,yes,387,Employed,no
241,35,yes,855,Employed,no
198,52,yes,944,Employed,no
98,36,no,134,Employed,no
182,28,yes,2845,Employed,no
391,27,yes,2420,Employed,no
126,24,yes,1535,Unemployed,no
55,45,no,0,Employed,no
495,39,yes,504,Employed,no
86,38,yes,-329,Employed,no
166,24,yes,94,Employed,no
66,35,yes,538,Employed,no
155,32,yes,-18,Employed,no
311,48,yes,26,Employed,no
63,36,yes,177,Employed,no
236,46,yes,633,Employed,no
92,28,yes,205,Employed,no
298,50,yes,1114,Employed,no
253,44,yes,78,Employed,no
163,38,yes,762,Employed,no
65,33,yes,1862,Employed,no
41,57,no,73,Employed,no
10,40,yes,2576,Employed,no
221,42,yes,470,Employed,no
370,32,yes,206,Employed,no
467,55,yes,0,Employed,no
241,25,yes,-76,Employed,no
248,42,yes,1750,Employed,no
120,23,yes,1104,Employed,no
260,31,yes,286,Employed,no
198,21,yes,137,Unemployed,no
1727,34,yes,247,Employed,no
138,46,no,-43,Employed,no
115,55,yes,309,Employed,no
212,33,yes,339,Employed,no
58,47,yes,218,Employed,no
456,33,yes,4128,Employed,no
145,40,yes,867,Employed,no
289,32,yes,1345,Employed,no
300,48,no,40,Employed,no
264,32,yes,1466,Employed,no
181,26,yes,96,Employed,no
184,38,yes,332,Employed,no
148,46,yes,1474,Employed,no
166,49,yes,783,Employed,no
65,33,no,239,Employed,no
299,45,yes,27,Employed,no
93,32,yes,-24,Employed,no
22,39,yes,23,Employed,no
170,53,yes,6386,Employed,no
89,28,yes,-353,Unemployed,no
215,31,yes,-474,Employed,no
166,34,yes,714,Employed,no
109,40,yes,570,Employed,no
197,29,no,16,Employed,no
395,34,yes,1504,Employed,no
1875,38,yes,551,Employed,no
220,31,yes,-759,Employed,no
298,32,yes,1097,Employed,no
123,31,yes,520,Employed,no
140,53,no,0,Employed,no
334,38,yes,573,Employed,no
73,57,yes,0,Employed,no
186,58,yes,146,Employed,no
78,50,yes,-37,Employed,no
13,36,yes,90,Employed,no
51,46,yes,0,Employed,no
303,39,yes,1242,Employed,no
159,31,yes,98,Employed,no
103,44,yes,295,Employed,no
95,53,no,465,Employed,no
84,35,yes,1473,Employed,no
344,40,yes,3122,Employed,no
246,30,yes,317,Employed,no
157,33,yes,176,Employed,no
162,39,yes,661,Employed,no
24,25,yes,1,Employed,no
212,35,yes,-12,Employed,no
195,43,yes,1401,Employed,no
143,41,yes,171,Employed,no
68,55,yes,431,Employed,no
274,49,yes,265,Employed,no
227,30,yes,227,Employed,no
152,37,yes,336,Employed,no
249,46,yes,41,Unemployed,no
325,36,yes,1554,Employed,no
111,45,yes,141,Employed,no
81,48,yes,762,Employed,no
181,22,yes,650,Employed,no
85,46,no,250,Employed,no
141,39,yes,130,Employed,no
42,56,no,11,Employed,no
182,35,yes,36,Employed,no
160,45,yes,333,Employed,no
176,28,yes,487,Employed,no
134,32,yes,594,Employed,no
514,52,yes,1135,Employed,no
181,26,yes,-3,Employed,no
160,22,yes,-168,Employed,no
504,35,no,414,Employed,yes
267,44,yes,166,Employed,no
907,31,yes,472,Employed,no
200,28,yes,-95,Employed,no
139,23,yes,158,Employed,no
147,26,no,8,Employed,no
161,31,yes,296,Employed,no
153,27,yes,-541,Employed,no
109,34,no,23,Employed,no
97,25,yes,17,Employed,no
164,25,yes,335,Employed,no
70,22,yes,395,Employed,no
71,37,yes,178,Employed,no
723,26,yes,101,Employed,no
518,32,yes,-428,Employed,no
704,26,yes,24299,Employed,no
147,27,no,181,Employed,no
101,22,yes,83,Employed,no
142,32,yes,175,Employed,no
1346,33,yes,5,Employed,yes
520,34,yes,3185,Employed,no
611,31,yes,2577,Employed,no
66,28,yes,216,Employed,no
135,37,yes,166,Employed,no
276,45,yes,323,Employed,no
449,31,yes,334,Employed,no
98,48,yes,86,Employed,no
105,24,yes,845,Employed,no
382,24,yes,-126,Employed,no
213,45,yes,-3,Employed,no
116,26,yes,54,Employed,no
125,24,yes,-192,Employed,no
50,29,yes,125,Employed,no
138,34,yes,2146,Employed,no
375,30,yes,-522,Employed,no
49,21,yes,99,Unemployed,no
169,42,yes,-1664,Employed,no
178,32,yes,2,Unemployed,no
1386,40,yes,2172,Employed,no
155,33,yes,168,Employed,no
120,32,yes,62,Employed,no
203,25,yes,768,Employed,no
244,41,yes,429,Employed,no
428,37,yes,36,Employed,no
53,29,yes,0,Employed,no
360,29,yes,544,Employed,no
215,46,yes,91,Employed,no
500,32,yes,-3,Employed,no
207,30,yes,1374,Employed,no
568,38,yes,119,Employed,yes
270,22,yes,279,Employed,no
154,22,yes,594,Employed,no
272,32,yes,-121,Employed,no
229,36,yes,-195,Employed,no
108,30,yes,-208,Employed,no
210,26,yes,309,Employed,no
383,41,yes,210,Employed,no
259,42,yes,135,Unemployed,no
3366,45,yes,66,Employed,no
1000,24,yes,-122,Employed,yes
618,54,no,0,Unemployed,yes
415,33,yes,-90,Employed,no
237,28,yes,286,Employed,no
106,36,yes,-423,Employed,no
351,34,yes,505,Employed,no
218,28,yes,296,Employed,no
198,31,yes,279,Employed,no
284,53,yes,367,Employed,no
190,20,yes,129,Employed,no
295,47,no,-13,Unemployed,no
262,33,yes,1309,Employed,no
106,24,yes,-10,Employed,no
93,23,yes,5,Employed,no
174,27,yes,71,Employed,no
124,23,yes,281,Employed,no
217,30,yes,173,Employed,no
2231,34,yes,383,Employed,yes
343,55,yes,39,Employed,no
227,57,yes,1052,Employed,no
248,59,yes,-49,Unemployed,no
180,20,yes,-103,Employed,no
117,30,yes,-846,Employed,no
205,41,yes,705,Employed,no
370,37,yes,1950,Employed,no
289,31,yes,253,Employed,no
427,39,yes,595,Employed,no
170,28,yes,-185,Employed,no
705,44,yes,353,Employed,no
247,31,yes,2363,Employed,no
226,28,yes,52,Employed,no
665,51,yes,205,Employed,no
213,34,yes,1557,Employed,no
451,24,yes,596,Employed,no
174,29,yes,-114,Employed,no
126,50,no,478,Employed,no
243,21,yes,614,Employed,no
166,29,yes,783,Employed,no
373,26,yes,401,Employed,no
259,26,yes,92,Employed,no
340,21,yes,-273,Employed,no
193,23,yes,2594,Employed,no
392,25,yes,382,Employed,no
136,40,yes,-166,Employed,no
148,39,yes,-141,Employed,no
456,25,yes,-250,Employed,no
107,26,yes,3825,Employed,no
44,57,no,0,Employed,no
118,61,yes,1060,Unemployed,no
276,34,yes,-185,Employed,no
47,47,yes,955,Unemployed,no
150,31,yes,263,Employed,no
118,45,yes,4646,Employed,no
232,33,yes,989,Employed,no
1167,27,yes,232,Employed,no
227,41,yes,1483,Unemployed,no
325,58,yes,7495,Employed,no
147,45,yes,0,Employed,no
98,49,yes,2199,Employed,no
93,42,yes,476,Employed,no
83,52,yes,148,Employed,no
105,52,yes,3241,Employed,no
67,49,yes,2665,Unemployed,no
77,59,yes,1875,Unemployed,no
191,54,yes,879,Employed,no
20,46,yes,1934,Employed,no
27,44,no,0,Employed,no
260,26,yes,380,Employed,no
174,46,yes,2485,Employed,no
94,59,yes,5521,Unemployed,no
23,43,yes,24,Employed,no
334,50,yes,160,Employed,no
609,26,yes,-204,Employed,no
202,54,yes,363,Employed,no
302,44,no,181,Employed,no
121,36,yes,307,Employed,no
202,51,yes,193,Employed,no
806,59,yes,3382,Unemployed,no
31,42,yes,1823,Employed,no
21,41,yes,-111,Employed,no
156,43,yes,3373,Employed,no
92,40,yes,92,Employed,no
128,32,yes,463,Employed,no
481,55,yes,1192,Employed,no
766,59,no,2376,Unemployed,no
255,30,yes,-166,Employed,no
110,47,yes,3960,Employed,no
395,23,yes,4,Employed,yes
135,44,yes,23,Employed,no
192,45,yes,639,Employed,no
188,35,yes,2144,Employed,no
139,41,yes,225,Employed,no
131,59,yes,13308,Employed,no
266,29,yes,95,Employed,no
76,48,yes,1199,Employed,no
122,49,yes,400,Employed,no
1015,60,yes,1262,Employed,yes
60,45,no,849,Employed,no
683,48,yes,1949,Employed,yes
470,45,yes,-395,Employed,yes
149,48,no,618,Employed,no
106,54,yes,0,Unemployed,no
127,44,yes,0,Employed,no
320,46,yes,355,Employed,no
145,52,yes,131,Employed,no
129,44,yes,6203,Employed,no
730,52,yes,1635,Employed,no
36,46,yes,580,Employed,no
521,54,no,1814,Employed,no
95,49,yes,159,Employed,no
120,46,no,48,Employed,no
768,48,yes,189,Employed,no
277,43,yes,-633,Employed,no
289,50,no,5356,Employed,no
473,44,yes,476,Employed,no
133,43,yes,4478,Unemployed,no
459,51,no,3132,Employed,no
129,59,yes,-892,Unemployed,no
420,52,yes,11,Employed,no
386,35,yes,414,Employed,no
1001,36,yes,1165,Employed,yes
76,32,yes,3839,Employed,no
488,41,yes,196,Employed,no
262,47,yes,521,Employed,no
146,45,yes,350,Employed,no
503,45,yes,8680,Employed,no
170,45,yes,0,Employed,no
214,29,yes,309,Employed,no
355,36,yes,125,Employed,no
194,37,yes,368,Employed,no
46,44,yes,1362,Employed,no
128,56,yes,296,Unemployed,no
845,52,yes,2240,Employed,yes
52,57,yes,1026,Employed,no
173,54,yes,1301,Employed,no
113,49,no,199,Employed,no
109,24,yes,11,Employed,no
853,42,yes,5,Employed,no
518,40,yes,373,Employed,no
124,25,yes,1270,Employed,no
452,28,yes,416,Employed,no
209,53,no,-27,Unemployed,no
154,40,yes,221,Employed,no
203,27,yes,331,Employed,no
813,34,yes,402,Employed,no
81,56,no,123,Employed,no
119,45,yes,105,Employed,no
296,27,yes,0,Employed,no
916,53,no,1691,Unemployed,no
60,34,yes,2,Employed,no
443,44,yes,3,Employed,no
353,46,yes,399,Employed,no
225,53,yes,1421,Unemployed,no
262,26,yes,8,Employed,no
431,31,yes,150,Employed,no
358,35,yes,-371,Employed,no
565,43,yes,1916,Employed,no
103,47,yes,300,Employed,no
753,37,yes,175,Employed,yes
708,57,no,3571,Unemployed,no
265,41,yes,1135,Employed,no
434,55,yes,789,Employed,no
59,51,yes,2195,Employed,no
805,27,yes,1311,Employed,no
242,53,yes,-689,Employed,no
19,39,yes,14,Employed,no
93,35,yes,56,Employed,no
210,28,no,26765,Employed,no
31,29,yes,17,Employed,no
213,51,yes,463,Employed,no
104,46,yes,751,Employed,no
342,50,yes,3478,Unemployed,no
172,56,yes,88,Employed,no
160,28,yes,64,Employed,no
535,51,yes,36,Employed,no
514,54,yes,42,Employed,no
276,47,yes,113,Employed,no
176,49,yes,358,Employed,no
20,46,yes,274,Employed,no
161,41,yes,0,Employed,no
390,45,yes,985,Employed,no
245,31,yes,81,Employed,no
151,53,yes,592,Employed,no
144,60,yes,791,Employed,no
901,55,yes,708,Unemployed,no
123,54,yes,51,Employed,no
204,46,yes,0,Employed,no
93,41,yes,356,Employed,no
188,34,yes,34,Employed,no
332,51,yes,12061,Employed,no
180,31,yes,513,Employed,no
178,55,yes,6958,Employed,no
92,44,yes,126,Employed,no
318,25,yes,54,Employed,no
94,36,yes,373,Employed,no
139,33,yes,304,Employed,no
152,46,no,781,Employed,no
188,43,no,42,Employed,no
54,46,yes,618,Employed,no
29,53,yes,1570,Employed,no
271,52,yes,1161,Employed,no
95,57,no,0,Employed,no
227,31,yes,-745,Employed,no
190,54,yes,88,Employed,no
60,37,yes,1330,Employed,no
161,41,yes,641,Employed,no
162,44,yes,1423,Employed,no
213,26,yes,8206,Employed,no
67,40,yes,4436,Employed,no
93,32,yes,1611,Employed,no
119,44,yes,607,Employed,no
297,44,yes,300,Employed,no
3,35,yes,304,Employed,no
179,49,yes,254,Employed,no
342,44,yes,3790,Employed,no
420,40,yes,59,Employed,no
378,39,yes,1554,Employed,no
190,51,yes,257,Employed,no
354,59,yes,643,Unemployed,no
190,42,yes,128,Employed,no
367,47,yes,743,Employed,no
91,57,no,1460,Employed,no
77,42,yes,-32,Employed,no
280,40,yes,1117,Employed,no
182,44,yes,2887,Employed,no
386,38,yes,446,Employed,no
184,51,yes,1212,Employed,no
43,48,yes,2218,Employed,no
108,48,no,705,Employed,no
253,42,yes,299,Employed,no
195,48,yes,313,Employed,no
46,49,yes,12482,Employed,no
226,44,no,29312,Employed,no
55,44,yes,2226,Employed,no
299,32,yes,1940,Employed,no
148,43,yes,576,Employed,no
97,44,yes,0,Employed,no
169,53,yes,887,Employed,no
119,43,yes,17,Employed,no
101,31,yes,106,Employed,no
60,48,yes,489,Employed,no
210,46,yes,148,Employed,no
65,41,yes,14,Employed,no
129,26,yes,1531,Employed,no
481,26,yes,3108,Employed,no
215,52,yes,26,Employed,no
142,47,yes,2466,Employed,no
411,47,yes,1045,Employed,no
531,27,no,-588,Employed,no
65,31,yes,413,Employed,no
34,60,yes,0,Unemployed,no
788,58,yes,193,Unemployed,no
244,44,yes,1340,Employed,no
431,32,yes,363,Employed,no
851,33,yes,-306,Employed,no
315,38,yes,607,Employed,no
214,35,yes,556,Employed,no
92,47,yes,449,Employed,no
73,32,yes,338,Employed,no
181,41,yes,-4,Employed,no
159,30,yes,623,Employed,no
58,60,no,1390,Unemployed,no
1052,36,yes,719,Employed,no
916,46,yes,369,Employed,yes
150,58,yes,1357,Employed,no
165,52,yes,0,Employed,no
309,55,yes,0,Employed,no
163,43,yes,2047,Employed,no
210,24,yes,507,Employed,no
165,24,yes,-427,Employed,no
331,25,yes,53,Employed,no
134,40,yes,93,Employed,no
185,31,yes,822,Employed,no
295,31,yes,849,Employed,no
86,26,yes,-214,Employed,no
274,52,yes,161,Employed,no
151,25,yes,800,Employed,no
69,40,yes,598,Employed,no
15,42,yes,-135,Employed,no
164,31,yes,0,Employed,no
437,43,no,59,Employed,no
139,57,yes,452,Employed,no
267,30,yes,49,Employed,no
165,23,no,-213,Employed,no
175,53,yes,2477,Employed,no
198,44,yes,264,Employed,no
220,48,yes,4265,Employed,no
168,59,yes,559,Unemployed,no
247,33,yes,-15,Employed,no
