ID,duration,poutcome,month,pdays,age,previous,contact,housing,job,campaign,balance,education,loan,marital,y
1446,154,unknown,may,never,58,never,unknown,yes,Employed,2,high,secondary,no,divorced,no
1447,10,unknown,may,never,57,never,unknown,yes,Employed,7,high,unknown,no,married,no
1448,66,unknown,may,never,53,never,unknown,yes,Employed,2,avergae,tertiary,no,married,no
1449,240,unknown,may,never,29,never,unknown,yes,Employed,3,high,tertiary,yes,divorced,no
1450,224,unknown,may,never,34,never,unknown,yes,Employed,2,high,secondary,yes,married,no
1451,202,unknown,may,never,32,never,unknown,yes,Employed,2,high,secondary,no,single,no
1452,144,unknown,may,never,55,never,unknown,yes,Employed,3,high,primary,no,married,no
1453,263,unknown,may,never,50,never,unknown,no,Employed,2,high,primary,no,divorced,no
1454,543,unknown,may,never,43,never,unknown,yes,Employed,3,high,primary,no,married,no
1455,257,unknown,may,never,44,never,unknown,yes,Employed,2,high,secondary,no,single,no
1456,237,unknown,may,never,27,never,unknown,yes,Employed,2,high,tertiary,yes,married,no
1457,23,unknown,may,never,35,never,unknown,yes,Employed,5,high,secondary,no,married,no
1458,209,unknown,may,never,45,never,unknown,yes,Employed,3,high,secondary,no,married,no
1459,34,unknown,may,never,35,never,unknown,yes,Employed,1,high,primary,no,single,no
1460,72,unknown,may,never,49,never,unknown,yes,Employed,1,high,primary,no,single,no
1461,442,unknown,may,never,34,never,unknown,yes,Employed,2,high,secondary,no,married,no
1462,45,unknown,may,never,46,never,unknown,yes,Employed,2,high,secondary,no,married,no
1463,1120,unknown,may,never,43,never,unknown,yes,Employed,2,low,primary,no,married,yes
1464,186,unknown,may,never,42,never,unknown,yes,Unemployed,2,low,primary,no,married,no
1465,318,unknown,may,never,55,never,unknown,yes,Employed,2,high,primary,no,married,no
1466,617,unknown,may,never,37,never,unknown,yes,Employed,2,high,secondary,no,married,no
1467,226,unknown,may,never,31,never,unknown,yes,Employed,1,high,primary,no,married,no
1468,275,unknown,may,never,57,never,unknown,yes,Employed,1,low,primary,no,divorced,no
1469,81,unknown,may,never,33,never,unknown,yes,Employed,2,high,secondary,yes,married,no
1470,74,unknown,may,never,43,never,unknown,yes,Employed,7,high,unknown,no,single,no
1471,285,unknown,may,never,60,never,unknown,yes,Employed,1,veryhigh,primary,no,divorced,no
1472,261,unknown,may,never,51,never,unknown,no,Employed,5,high,tertiary,no,married,no
1473,297,unknown,may,never,38,never,unknown,yes,Employed,1,high,unknown,no,single,no
1474,78,unknown,may,never,37,never,unknown,yes,Employed,3,high,secondary,no,single,no
1475,183,unknown,may,never,41,never,unknown,yes,Employed,3,high,secondary,no,single,no
1476,15,unknown,may,never,42,never,unknown,yes,Employed,1,high,secondary,no,married,no
1477,352,unknown,may,never,41,never,unknown,yes,Employed,2,high,tertiary,no,divorced,no
1478,345,unknown,may,never,33,never,unknown,no,Employed,2,low,unknown,no,married,no
1479,230,unknown,may,never,32,never,unknown,yes,Employed,4,high,secondary,no,single,no
1480,185,unknown,may,never,30,never,unknown,yes,Employed,2,high,secondary,no,married,no
1481,296,unknown,may,never,43,never,unknown,yes,Employed,1,avergae,secondary,no,married,no
1482,181,unknown,may,never,30,never,unknown,no,Employed,2,high,secondary,no,married,no
1483,133,unknown,may,never,37,never,unknown,yes,Employed,2,high,secondary,no,divorced,no
1484,335,unknown,may,never,34,never,unknown,no,Employed,9,high,tertiary,no,married,no
1485,139,unknown,may,never,32,never,unknown,yes,Unemployed,1,high,tertiary,no,single,no
1486,7,unknown,may,never,42,never,unknown,no,Employed,3,low,secondary,yes,married,no
1487,163,unknown,may,never,35,never,unknown,yes,Employed,2,high,secondary,no,single,no
1488,956,unknown,may,never,34,never,unknown,yes,Employed,2,high,secondary,yes,married,no
1489,166,unknown,may,never,50,never,unknown,yes,Employed,2,high,primary,no,married,no
1490,71,unknown,may,never,34,never,unknown,yes,Employed,2,high,secondary,no,married,no
1491,191,unknown,may,never,38,never,unknown,no,Employed,2,veryhigh,secondary,no,divorced,no
1492,459,unknown,may,never,28,never,unknown,yes,Employed,2,low,secondary,no,married,no
1493,292,unknown,may,never,55,never,unknown,yes,Employed,2,high,primary,no,married,no
1494,100,unknown,may,never,38,never,unknown,yes,Employed,5,high,primary,no,married,no
1495,257,unknown,may,never,31,never,unknown,yes,Employed,3,high,secondary,no,married,no
1496,255,unknown,may,never,57,never,unknown,yes,Employed,6,high,secondary,no,married,no
1497,233,unknown,may,never,50,never,unknown,yes,Employed,2,high,tertiary,no,divorced,no
1498,128,unknown,may,never,47,never,unknown,yes,Employed,2,high,primary,no,married,no
1499,246,unknown,may,never,39,never,unknown,yes,Employed,2,high,primary,no,married,no
1500,56,unknown,may,never,34,never,unknown,yes,Employed,2,low,secondary,no,married,no
1501,210,unknown,may,never,41,never,unknown,yes,Employed,2,high,secondary,yes,married,no
1502,43,unknown,may,never,59,never,unknown,no,Employed,2,low,tertiary,no,married,no
1503,21,unknown,may,never,35,never,unknown,yes,Employed,9,high,tertiary,yes,single,no
1504,91,unknown,may,never,31,never,unknown,yes,Employed,2,high,tertiary,no,single,no
1505,67,unknown,may,never,55,never,unknown,yes,Employed,2,high,tertiary,no,married,no
1506,219,unknown,may,never,36,never,unknown,yes,Employed,4,high,unknown,no,married,no
1507,110,unknown,may,never,41,never,unknown,yes,Employed,2,high,tertiary,no,married,no
1508,169,unknown,may,never,44,never,unknown,yes,Employed,2,high,secondary,no,single,no
1509,248,unknown,may,never,40,never,unknown,yes,Employed,3,high,secondary,yes,single,no
1510,223,unknown,may,never,32,never,unknown,yes,Employed,2,high,secondary,no,married,no
1511,92,unknown,may,never,38,never,unknown,yes,Employed,3,low,tertiary,no,single,no
1512,93,unknown,may,never,27,never,unknown,no,Unemployed,2,low,secondary,no,single,no
1513,205,unknown,may,never,33,never,unknown,yes,Unemployed,4,high,secondary,no,married,no
1514,160,unknown,may,never,37,never,unknown,yes,Employed,1,high,secondary,yes,married,no
1515,105,unknown,may,never,40,never,unknown,yes,Employed,2,high,tertiary,no,married,no
1516,112,unknown,may,never,33,never,unknown,yes,Employed,2,high,secondary,no,single,no
1517,383,unknown,may,never,40,never,unknown,yes,Employed,3,high,secondary,no,single,no
1518,207,unknown,may,never,27,never,unknown,yes,Employed,2,high,secondary,no,married,no
1519,193,unknown,may,never,42,never,unknown,yes,Employed,2,avergae,tertiary,no,single,no
1520,10,unknown,may,never,41,never,unknown,yes,Employed,2,high,secondary,no,married,no
1521,985,unknown,may,never,37,never,unknown,yes,Unemployed,2,high,secondary,no,single,yes
1522,249,unknown,may,never,38,never,unknown,yes,Unemployed,5,high,primary,yes,married,no
1523,122,unknown,may,never,44,never,unknown,yes,Employed,2,high,secondary,no,married,no
1524,300,unknown,may,never,31,never,unknown,yes,Employed,2,high,primary,no,married,no
1525,672,unknown,may,never,34,never,unknown,yes,Employed,3,high,secondary,yes,married,no
1526,390,unknown,may,never,46,never,unknown,yes,Employed,3,low,primary,yes,married,no
1527,116,unknown,may,never,33,never,unknown,yes,Employed,2,high,secondary,yes,married,no
1528,481,unknown,may,never,36,never,unknown,yes,Employed,2,high,secondary,no,married,no
1529,21,unknown,may,never,32,never,unknown,yes,Unemployed,3,high,secondary,no,single,no
1530,192,unknown,may,never,27,never,unknown,yes,Employed,2,high,secondary,no,single,no
1531,6,unknown,may,never,31,never,unknown,yes,Employed,2,low,primary,no,married,no
1532,8,unknown,may,never,41,never,unknown,yes,Employed,2,high,tertiary,no,single,no
1533,369,unknown,may,never,35,never,unknown,yes,Employed,2,high,primary,no,married,no
1534,393,unknown,may,never,50,never,unknown,yes,Employed,2,low,tertiary,no,single,no
1535,246,unknown,may,never,33,never,unknown,yes,Employed,3,high,secondary,yes,married,no
1536,330,unknown,may,never,48,never,unknown,yes,Employed,3,high,primary,no,married,no
1537,380,unknown,may,never,36,never,unknown,yes,Employed,2,high,secondary,no,married,no
1538,91,unknown,may,never,29,never,unknown,yes,Employed,3,high,secondary,no,single,no
1539,84,unknown,may,never,34,never,unknown,yes,Employed,2,high,tertiary,yes,married,no
1540,277,unknown,may,never,39,never,unknown,yes,Employed,3,high,primary,no,married,no
1541,399,unknown,may,never,32,never,unknown,yes,Employed,4,high,tertiary,no,divorced,no
1542,89,unknown,may,never,59,never,unknown,yes,Unemployed,4,low,primary,yes,divorced,no
1543,297,unknown,may,never,50,never,unknown,no,Employed,2,high,primary,no,married,no
1544,176,unknown,may,never,37,never,unknown,yes,Employed,2,high,secondary,no,married,no
1545,75,unknown,may,never,33,never,unknown,no,Unemployed,4,high,secondary,no,single,no
1546,111,unknown,may,never,52,never,unknown,no,Employed,3,high,secondary,no,married,no
1547,170,unknown,may,never,43,never,unknown,yes,Employed,2,high,primary,no,married,no
1548,238,unknown,may,never,53,never,unknown,no,Employed,8,high,secondary,yes,married,no
1549,137,unknown,may,never,37,never,unknown,yes,Employed,2,high,primary,no,married,no
1550,141,unknown,may,never,50,never,unknown,no,Employed,2,high,secondary,no,single,no
1551,49,unknown,may,never,53,never,unknown,yes,Employed,4,high,secondary,no,married,no
1552,89,unknown,may,never,47,never,unknown,no,Employed,8,high,primary,no,married,no
1553,341,unknown,may,never,48,never,unknown,yes,Employed,2,high,tertiary,no,divorced,no
1554,461,unknown,may,never,35,never,unknown,yes,Employed,3,high,secondary,no,divorced,no
1555,515,unknown,may,never,42,never,unknown,yes,Employed,3,high,secondary,no,married,no
1556,123,unknown,may,never,43,never,unknown,yes,Employed,2,low,tertiary,no,divorced,no
1557,179,unknown,may,never,40,never,unknown,yes,Employed,5,high,secondary,no,single,no
1558,102,unknown,may,never,36,never,unknown,yes,Employed,4,high,secondary,no,married,no
1559,272,unknown,may,never,39,never,unknown,yes,Employed,4,high,tertiary,no,married,no
1560,17,unknown,may,never,32,never,unknown,yes,Employed,3,high,primary,no,divorced,no
1561,40,unknown,may,never,44,never,unknown,yes,Employed,2,high,tertiary,no,divorced,no
1562,209,unknown,may,never,43,never,unknown,yes,Employed,3,high,secondary,no,divorced,no
1563,89,unknown,may,never,53,never,unknown,yes,Employed,5,high,secondary,no,married,no
1564,1187,unknown,may,never,41,never,unknown,yes,Employed,2,high,secondary,no,married,no
1565,123,unknown,may,never,53,never,unknown,yes,Employed,2,high,tertiary,no,married,no
1566,104,unknown,may,never,31,never,unknown,yes,Unemployed,3,high,primary,no,married,no
1567,200,unknown,may,never,51,never,unknown,yes,Employed,2,high,primary,no,married,no
1568,117,unknown,may,never,32,never,unknown,yes,Employed,3,high,secondary,yes,married,no
1569,37,unknown,may,never,52,never,unknown,yes,Employed,3,low,secondary,no,married,no
1570,51,unknown,may,never,41,never,unknown,yes,Employed,3,low,primary,no,married,no
1571,145,unknown,may,never,30,never,unknown,yes,Employed,4,high,tertiary,no,single,no
1572,466,unknown,may,never,32,never,unknown,yes,Employed,2,high,tertiary,no,single,no
1573,303,unknown,may,never,31,never,unknown,yes,Employed,3,high,primary,no,married,no
1574,101,unknown,may,never,38,never,unknown,yes,Employed,2,high,secondary,no,married,no
1575,283,unknown,may,never,44,never,unknown,yes,Employed,3,high,secondary,no,married,no
1576,826,unknown,may,never,36,never,unknown,yes,Employed,3,high,secondary,no,married,no
1577,185,unknown,may,never,34,never,unknown,yes,Employed,4,high,tertiary,no,married,no
1578,598,unknown,may,never,40,never,unknown,yes,Employed,3,high,secondary,yes,married,no
1579,120,unknown,may,never,41,never,unknown,yes,Employed,5,low,primary,no,married,no
1580,185,unknown,may,never,56,never,unknown,yes,Employed,7,high,secondary,no,divorced,no
1581,159,unknown,may,never,39,never,unknown,yes,Employed,3,low,primary,no,married,no
1582,220,unknown,may,never,34,never,unknown,yes,Employed,2,high,primary,no,married,no
1583,192,unknown,may,never,41,never,unknown,yes,Employed,4,high,secondary,yes,single,no
1584,423,unknown,may,never,39,never,unknown,yes,Employed,2,low,tertiary,no,single,no
1585,337,unknown,may,never,33,never,unknown,no,Employed,4,high,secondary,yes,married,no
1586,306,unknown,may,never,52,never,unknown,no,Employed,2,high,secondary,no,divorced,no
1587,99,unknown,may,never,26,never,unknown,yes,Employed,3,high,tertiary,no,single,no
1588,27,unknown,may,never,54,never,unknown,yes,Unemployed,3,high,secondary,no,married,no
1589,201,unknown,may,never,30,never,unknown,yes,Employed,2,low,unknown,no,married,no
1590,166,unknown,may,never,35,never,unknown,no,Employed,3,high,tertiary,yes,married,no
1591,182,unknown,may,never,47,never,unknown,yes,Employed,1,high,secondary,no,divorced,no
1592,193,unknown,may,never,53,never,unknown,yes,Employed,1,high,secondary,no,divorced,no
1593,271,unknown,may,never,29,never,unknown,yes,Employed,5,low,secondary,yes,single,no
1594,103,unknown,may,never,36,never,unknown,yes,Employed,3,high,tertiary,no,married,no
1595,287,unknown,may,never,35,never,unknown,yes,Employed,4,high,tertiary,no,married,no
1596,235,unknown,may,never,43,never,unknown,yes,Employed,4,high,secondary,no,married,no
1597,732,unknown,may,never,38,never,unknown,yes,Employed,2,low,primary,no,married,no
1598,136,unknown,may,never,39,never,unknown,yes,Employed,2,high,secondary,no,married,no
1599,126,unknown,may,never,58,never,unknown,no,Employed,3,high,secondary,no,married,no
1600,172,unknown,may,never,33,never,unknown,yes,Employed,4,high,secondary,no,married,no
1601,43,unknown,may,never,60,never,unknown,yes,Employed,2,high,primary,no,married,no
1602,191,unknown,may,never,45,never,unknown,yes,Employed,2,high,secondary,no,married,no
1603,117,unknown,may,never,39,never,unknown,yes,Employed,2,high,primary,no,married,no
1604,64,unknown,may,never,35,never,unknown,yes,Employed,1,high,tertiary,yes,married,no
1605,260,unknown,may,never,41,never,unknown,yes,Employed,5,low,primary,no,married,no
1606,149,unknown,may,never,40,never,unknown,yes,Employed,1,high,primary,no,married,no
1607,207,unknown,may,never,33,never,unknown,yes,Employed,3,veryhigh,secondary,no,married,no
1608,231,unknown,may,never,32,never,unknown,yes,Employed,4,high,secondary,no,divorced,no
1609,128,unknown,may,never,44,never,unknown,yes,Employed,3,high,secondary,no,married,no
1610,162,unknown,may,never,34,never,unknown,yes,Employed,5,avergae,tertiary,no,single,no
1611,180,unknown,may,never,29,never,unknown,yes,Employed,2,high,secondary,yes,single,no
1612,144,unknown,may,never,49,never,unknown,yes,Employed,2,high,primary,no,married,no
1613,260,unknown,may,never,31,never,unknown,yes,Employed,3,low,secondary,no,married,no
1614,203,unknown,may,never,47,never,unknown,yes,Employed,4,high,secondary,no,divorced,no
1615,85,unknown,may,never,34,never,unknown,yes,Employed,2,high,primary,no,married,no
1616,211,unknown,may,never,32,never,unknown,yes,Employed,2,high,tertiary,no,single,no
1617,94,unknown,may,never,32,never,unknown,yes,Employed,2,high,tertiary,no,single,no
1618,122,unknown,may,never,56,never,unknown,yes,Employed,4,high,primary,no,single,no
1619,175,unknown,may,never,28,never,unknown,yes,Employed,5,low,secondary,yes,single,no
1620,292,unknown,may,never,35,never,unknown,yes,Employed,2,high,secondary,no,single,no
1621,132,unknown,may,never,52,never,unknown,yes,Employed,5,high,tertiary,yes,single,no
1622,130,unknown,may,never,35,never,unknown,yes,Employed,2,high,secondary,no,married,no
1623,208,unknown,may,never,32,never,unknown,yes,Employed,2,high,secondary,no,married,no
1624,105,unknown,may,never,42,never,unknown,yes,Employed,1,high,secondary,no,divorced,no
1625,205,unknown,may,never,51,never,unknown,yes,Employed,1,high,primary,no,single,no
1626,112,unknown,may,never,47,never,unknown,yes,Employed,1,low,secondary,no,married,no
1627,117,unknown,may,never,34,never,unknown,yes,Employed,9,high,secondary,no,married,no
1628,218,unknown,may,never,45,never,unknown,yes,Employed,1,high,secondary,no,married,no
1629,62,unknown,may,never,31,never,unknown,yes,Employed,1,high,secondary,no,divorced,no
1630,97,unknown,may,never,40,never,unknown,yes,Employed,1,high,primary,no,married,no
1631,101,unknown,may,never,53,never,unknown,yes,Employed,3,low,secondary,no,married,no
1632,286,unknown,may,never,44,never,unknown,yes,Employed,1,high,secondary,no,single,no
1633,241,unknown,may,never,49,never,unknown,yes,Employed,1,high,primary,no,married,no
1634,252,unknown,may,never,47,never,unknown,yes,Employed,4,high,secondary,no,married,no
1635,283,unknown,may,never,31,never,unknown,yes,Employed,1,high,primary,no,married,no
1636,131,unknown,may,never,45,never,unknown,yes,Employed,1,low,secondary,no,single,no
1637,380,unknown,may,never,30,never,unknown,yes,Employed,1,high,primary,yes,married,no
1638,584,unknown,may,never,40,never,unknown,yes,Employed,1,high,primary,no,divorced,no
1639,371,unknown,may,never,27,never,unknown,yes,Employed,1,high,unknown,no,single,no
1640,448,unknown,may,never,28,never,unknown,yes,Employed,1,high,secondary,no,married,no
1641,274,unknown,may,never,28,never,unknown,yes,Employed,1,high,tertiary,no,single,no
1642,116,unknown,may,never,44,never,unknown,yes,Employed,2,high,secondary,no,married,no
1643,357,unknown,may,never,35,never,unknown,yes,Employed,1,high,tertiary,no,married,no
1644,215,unknown,may,never,29,never,unknown,no,Employed,1,low,secondary,no,married,no
1645,131,unknown,may,never,33,never,unknown,no,Employed,1,high,primary,no,divorced,no
1646,61,unknown,may,never,32,never,unknown,yes,Employed,1,high,secondary,no,married,no
1647,617,unknown,may,never,35,never,unknown,yes,Employed,4,high,secondary,no,single,yes
1648,483,unknown,may,never,31,never,unknown,yes,Employed,3,high,tertiary,no,single,yes
1649,847,unknown,may,never,36,never,unknown,yes,Employed,1,low,secondary,yes,single,no
1650,319,unknown,may,never,41,never,unknown,yes,Employed,1,high,secondary,no,married,no
1651,57,unknown,may,never,35,never,unknown,yes,Employed,2,high,secondary,yes,married,no
1652,306,unknown,may,never,40,never,unknown,yes,Employed,1,high,secondary,no,married,no
1653,147,unknown,may,never,42,never,unknown,yes,Employed,1,high,secondary,no,married,no
1654,244,unknown,may,never,34,never,unknown,yes,Employed,1,high,tertiary,yes,single,no
1655,128,unknown,may,never,41,never,unknown,yes,Employed,1,low,secondary,no,single,no
1656,100,unknown,may,never,43,never,unknown,yes,Employed,1,high,primary,no,divorced,no
1657,59,unknown,may,never,37,never,unknown,yes,Employed,1,low,tertiary,no,married,no
1658,24,unknown,may,never,26,never,unknown,yes,Employed,1,high,secondary,no,single,no
1659,85,unknown,may,never,32,never,unknown,yes,Employed,2,high,primary,no,married,no
1660,70,unknown,may,never,51,never,unknown,yes,Employed,1,low,secondary,no,married,no
1661,21,unknown,may,never,38,never,unknown,yes,Employed,1,high,secondary,no,single,no
1662,167,unknown,may,never,51,never,unknown,no,Unemployed,1,high,secondary,no,divorced,no
1663,659,unknown,may,never,49,never,unknown,yes,Employed,2,high,secondary,no,divorced,no
1664,327,unknown,may,never,31,never,unknown,yes,Employed,2,low,secondary,no,married,no
1665,296,unknown,may,never,33,never,unknown,yes,Employed,3,high,primary,no,married,no
1666,307,unknown,may,never,30,never,unknown,no,Employed,1,high,unknown,no,single,no
1667,120,unknown,may,never,33,never,unknown,no,Employed,1,low,secondary,no,married,no
1668,390,unknown,may,never,41,never,unknown,yes,Unemployed,2,high,secondary,no,married,no
1669,83,unknown,may,never,37,never,unknown,yes,Employed,2,high,secondary,no,married,no
1670,250,unknown,may,never,33,never,unknown,yes,Employed,1,high,primary,no,married,no
1671,143,unknown,may,never,32,never,unknown,yes,Employed,1,high,secondary,yes,married,no
1672,772,unknown,may,never,46,never,unknown,yes,Employed,1,high,secondary,no,married,yes
1673,198,unknown,may,never,34,never,unknown,no,Employed,1,low,tertiary,no,single,no
1674,21,unknown,may,never,32,never,unknown,yes,Employed,3,high,primary,no,married,no
1675,929,unknown,may,never,43,never,unknown,yes,Employed,3,high,secondary,no,single,yes
1676,254,unknown,may,never,28,never,unknown,yes,Employed,1,high,secondary,no,married,no
1677,166,unknown,may,never,46,never,unknown,yes,Employed,1,high,tertiary,no,divorced,no
1678,93,unknown,may,never,52,never,unknown,yes,Employed,1,high,primary,no,divorced,no
1679,134,unknown,may,never,34,never,unknown,yes,Employed,2,high,secondary,no,married,no
1680,375,unknown,may,never,27,never,unknown,yes,Employed,2,high,secondary,yes,divorced,no
1681,352,unknown,may,never,32,never,unknown,yes,Employed,1,high,tertiary,yes,single,no
1682,217,unknown,may,never,37,never,unknown,yes,Employed,2,high,secondary,no,single,no
1683,45,unknown,may,never,29,never,unknown,yes,Employed,1,high,tertiary,no,married,no
1684,93,unknown,may,never,40,never,unknown,no,Employed,1,high,secondary,no,divorced,no
1685,165,unknown,may,never,47,never,unknown,yes,Employed,1,high,primary,no,married,no
1686,266,unknown,may,never,34,never,unknown,yes,Employed,1,high,secondary,no,married,no
1687,237,unknown,may,never,25,never,unknown,yes,Employed,1,high,secondary,yes,single,no
1688,164,unknown,may,never,30,never,unknown,yes,Employed,1,avergae,tertiary,no,married,no
1689,538,unknown,may,never,31,never,unknown,yes,Employed,1,high,secondary,no,married,yes
1690,72,unknown,may,never,35,never,unknown,yes,Employed,2,low,secondary,no,married,no
1691,171,unknown,may,never,32,never,unknown,yes,Employed,1,high,secondary,no,divorced,no
1692,710,unknown,may,never,28,never,unknown,yes,Employed,1,high,secondary,no,single,yes
1693,131,unknown,may,never,27,never,unknown,yes,Employed,3,high,secondary,no,single,no
1694,514,unknown,may,never,37,never,unknown,yes,Employed,1,high,primary,no,married,no
1695,127,unknown,may,never,35,never,unknown,yes,Employed,1,high,primary,no,single,no
1696,198,unknown,may,never,34,never,unknown,yes,Employed,1,low,primary,no,married,no
1697,239,unknown,may,never,31,never,unknown,yes,Employed,1,high,secondary,no,married,no
1698,117,unknown,may,never,36,never,unknown,yes,Employed,1,high,tertiary,no,divorced,no
1699,705,unknown,may,never,38,never,unknown,yes,Employed,1,high,secondary,no,married,no
1700,155,unknown,may,never,25,never,unknown,yes,Employed,1,high,secondary,yes,married,no
1701,18,unknown,may,never,51,never,unknown,yes,Employed,1,high,tertiary,no,single,no
1702,386,unknown,may,never,26,never,unknown,yes,Employed,1,high,secondary,no,single,no
1703,138,unknown,may,never,40,never,unknown,no,Unemployed,1,high,tertiary,no,married,no
1704,341,unknown,may,never,26,never,unknown,yes,Employed,1,high,secondary,no,single,no
1705,339,unknown,may,never,36,never,unknown,yes,Employed,2,high,secondary,no,married,no
1706,232,unknown,may,never,59,never,unknown,yes,Employed,1,high,secondary,no,married,no
1707,208,unknown,may,never,26,never,unknown,yes,Employed,1,low,secondary,yes,single,no
1708,124,unknown,may,never,49,never,unknown,yes,Employed,2,avergae,tertiary,no,married,no
1709,44,unknown,may,never,33,never,unknown,yes,Employed,1,high,primary,no,married,no
1710,75,unknown,may,never,31,never,unknown,yes,Employed,1,high,secondary,no,married,no
1711,485,unknown,may,never,59,never,unknown,yes,Employed,1,high,secondary,no,single,no
1712,576,unknown,may,never,38,never,unknown,yes,Employed,1,high,secondary,no,married,no
1713,280,unknown,may,never,37,never,unknown,yes,Employed,1,high,secondary,yes,single,no
1714,480,unknown,may,never,31,never,unknown,yes,Unemployed,2,high,tertiary,no,single,no
1715,86,unknown,may,never,54,never,unknown,yes,Unemployed,2,high,secondary,no,married,no
1716,121,unknown,may,never,41,never,unknown,yes,Employed,4,low,primary,yes,married,no
1717,93,unknown,may,never,44,never,unknown,yes,Employed,2,high,tertiary,no,married,no
1718,211,unknown,may,never,28,never,unknown,yes,Employed,3,high,secondary,no,single,no
1719,238,unknown,may,never,22,never,unknown,yes,Unemployed,2,high,secondary,no,single,no
1720,399,unknown,may,never,31,never,unknown,yes,Employed,3,high,primary,no,married,no
1721,93,unknown,may,never,36,never,unknown,yes,Employed,2,high,secondary,no,married,no
1722,144,unknown,may,never,37,never,unknown,yes,Employed,3,high,secondary,no,divorced,no
1723,45,unknown,may,never,54,never,unknown,yes,Employed,2,high,secondary,no,married,no
1724,98,unknown,may,never,28,never,unknown,yes,Employed,1,high,tertiary,no,single,no
1725,128,unknown,may,never,42,never,unknown,yes,Employed,1,low,primary,no,married,no
1726,106,unknown,may,never,35,never,unknown,yes,Employed,1,high,tertiary,no,single,no
1727,121,unknown,may,never,29,never,unknown,yes,Employed,1,low,secondary,no,married,no
1728,123,unknown,may,never,59,never,unknown,yes,Employed,1,high,primary,no,single,no
1729,92,unknown,may,never,46,never,unknown,yes,Employed,2,low,secondary,no,married,no
1730,278,unknown,may,never,32,never,unknown,yes,Employed,1,high,secondary,no,single,no
1731,219,unknown,may,never,43,never,unknown,yes,Employed,1,high,tertiary,no,divorced,no
1732,2462,unknown,may,never,41,never,unknown,yes,Employed,1,high,primary,no,married,no
1733,249,unknown,may,never,31,never,unknown,no,Employed,3,high,secondary,no,married,no
1734,210,unknown,may,never,26,never,unknown,yes,Employed,1,high,secondary,no,single,no
1735,484,unknown,may,never,29,never,unknown,yes,Employed,1,low,primary,no,married,no
1736,187,unknown,may,never,31,never,unknown,no,Employed,1,low,secondary,no,married,no
1737,172,unknown,may,never,37,never,unknown,yes,Employed,1,low,secondary,no,divorced,no
1738,79,unknown,may,never,35,never,unknown,yes,Employed,4,high,secondary,no,married,no
1739,207,unknown,may,never,31,never,unknown,yes,Employed,1,high,tertiary,no,single,no
1740,136,unknown,may,never,30,never,unknown,yes,Employed,2,low,secondary,no,married,no
1741,117,unknown,may,never,29,never,unknown,yes,Employed,2,low,primary,no,single,no
1742,393,unknown,may,never,29,never,unknown,no,Employed,1,low,secondary,no,divorced,no
1743,107,unknown,may,never,39,never,unknown,yes,Employed,1,high,secondary,no,single,no
1744,25,unknown,may,never,31,never,unknown,yes,Employed,1,high,secondary,no,single,no
1745,132,unknown,may,never,27,never,unknown,yes,Employed,3,high,tertiary,no,single,no
1746,136,unknown,may,never,22,never,unknown,yes,Employed,1,low,secondary,no,single,no
1747,384,unknown,may,never,31,never,unknown,yes,Employed,2,high,secondary,no,single,no
1748,38,unknown,may,never,39,never,unknown,yes,Employed,1,high,secondary,no,single,no
1749,164,unknown,may,never,25,never,unknown,yes,Employed,1,high,secondary,no,single,no
1750,825,unknown,may,never,27,never,unknown,yes,Employed,1,high,secondary,no,single,no
1751,331,unknown,may,never,28,never,unknown,yes,Employed,1,high,tertiary,no,single,no
1752,479,unknown,may,never,31,never,unknown,yes,Unemployed,2,high,primary,no,married,no
1753,229,unknown,may,never,46,never,unknown,yes,Employed,2,high,secondary,no,divorced,no
1754,258,unknown,may,never,37,never,unknown,no,Employed,2,high,secondary,no,married,no
1755,490,unknown,may,never,27,never,unknown,yes,Employed,1,high,secondary,yes,single,no
1756,308,unknown,may,never,34,never,unknown,yes,Unemployed,1,high,secondary,no,divorced,no
1757,137,unknown,may,never,30,never,unknown,yes,Employed,1,high,secondary,no,single,no
1758,545,unknown,may,never,23,never,unknown,yes,Unemployed,2,high,secondary,no,single,no
1759,109,unknown,may,never,33,never,unknown,no,Employed,1,low,secondary,yes,divorced,no
1760,168,unknown,may,never,43,never,unknown,yes,Employed,2,high,secondary,no,married,no
1761,257,unknown,may,never,50,never,unknown,yes,Employed,6,high,primary,no,married,no
1762,213,unknown,may,never,31,never,unknown,yes,Employed,2,avergae,secondary,no,married,no
1763,115,unknown,may,never,32,never,unknown,no,Employed,1,low,secondary,no,single,no
1764,646,unknown,may,never,32,never,unknown,yes,Employed,1,low,secondary,yes,single,no
1765,106,unknown,may,never,37,never,unknown,yes,Employed,1,avergae,secondary,no,divorced,no
1766,95,unknown,may,never,60,never,unknown,yes,Employed,2,high,unknown,no,divorced,no
1767,205,unknown,may,never,47,never,unknown,yes,Employed,1,high,secondary,no,divorced,no
1768,653,unknown,may,never,32,never,unknown,yes,Employed,1,low,secondary,no,married,yes
1769,122,unknown,may,never,34,never,unknown,yes,Employed,1,low,secondary,no,married,no
1770,377,unknown,may,never,36,never,unknown,yes,Employed,1,low,unknown,no,divorced,no
1771,322,unknown,may,never,28,never,unknown,yes,Employed,1,high,secondary,no,single,no
1772,208,unknown,may,never,31,never,unknown,yes,Employed,3,avergae,secondary,no,divorced,no
1773,46,unknown,may,never,43,never,unknown,yes,Employed,2,high,primary,yes,married,no
