age,duration,month,pdays,poutcome,previous,y
32,1275,jul,never,unknown,never,yes
30,1183,jul,never,unknown,never,no
39,342,jul,never,unknown,never,yes
28,164,jul,never,unknown,never,no
30,692,jul,never,unknown,never,no
46,158,jul,never,unknown,never,no
53,120,jul,never,unknown,never,no
25,114,jul,never,unknown,never,no
34,118,jul,never,unknown,never,no
58,109,jul,never,unknown,never,no
31,143,jul,never,unknown,never,no
32,84,jul,never,unknown,never,no
58,15,jul,never,unknown,never,no
42,536,jul,never,unknown,never,no
60,490,jul,never,unknown,never,no
43,282,jul,never,unknown,never,no
31,1008,jul,never,unknown,never,yes
52,493,jul,never,unknown,never,no
32,421,jul,never,unknown,never,no
27,259,jul,never,unknown,never,no
37,105,jul,never,unknown,never,no
39,301,jul,never,unknown,never,no
30,49,jul,never,unknown,never,no
31,134,jul,never,unknown,never,no
31,115,jul,never,unknown,never,no
26,538,jul,never,unknown,never,yes
47,179,jul,never,unknown,never,no
50,195,jul,never,unknown,never,no
42,795,jul,never,unknown,never,yes
59,225,jul,never,unknown,never,no
32,926,jul,never,unknown,never,yes
50,219,jul,never,unknown,never,no
29,119,jul,never,unknown,never,no
28,232,jul,never,unknown,never,no
57,245,jul,never,unknown,never,no
39,260,jul,never,unknown,never,no
39,243,jul,never,unknown,never,no
43,470,jul,never,unknown,never,no
35,109,jul,never,unknown,never,no
26,176,jul,never,unknown,never,no
38,172,jul,never,unknown,never,no
36,393,jul,never,unknown,never,no
33,71,jul,never,unknown,never,no
31,157,jul,never,unknown,never,no
37,130,jul,never,unknown,never,no
29,270,jul,never,unknown,never,no
35,79,jul,never,unknown,never,no
34,655,jul,never,unknown,never,no
35,123,jul,never,unknown,never,no
45,479,jul,never,unknown,never,no
38,96,jul,never,unknown,never,no
27,225,jul,never,unknown,never,no
34,654,jul,never,unknown,never,no
36,747,jul,never,unknown,never,no
32,321,jul,never,unknown,never,no
57,54,jul,never,unknown,never,no
41,312,jul,never,unknown,never,no
27,1027,jul,never,unknown,never,yes
34,630,jul,never,unknown,never,no
29,360,jul,never,unknown,never,no
43,180,jul,never,unknown,never,no
49,22,jul,never,unknown,never,no
39,184,jul,never,unknown,never,no
28,345,jul,never,unknown,never,no
34,506,jul,never,unknown,never,no
38,388,jul,never,unknown,never,no
59,796,jul,never,unknown,never,no
52,381,jul,never,unknown,never,no
31,804,jul,never,unknown,never,no
45,127,jul,never,unknown,never,no
41,18,jul,never,unknown,never,no
32,168,jul,never,unknown,never,no
29,309,jul,never,unknown,never,no
34,43,jul,never,unknown,never,no
41,353,jul,never,unknown,never,no
29,384,jul,never,unknown,never,no
32,177,jul,never,unknown,never,no
50,18,jul,never,unknown,never,no
44,275,jul,never,unknown,never,no
33,378,jul,never,unknown,never,no
30,489,jul,never,unknown,never,no
34,54,jul,never,unknown,never,no
57,485,jul,never,unknown,never,no
33,1584,jul,never,unknown,never,yes
33,62,jul,never,unknown,never,no
29,695,jul,never,unknown,never,no
32,139,jul,never,unknown,never,no
51,582,jul,never,unknown,never,yes
33,1448,jul,never,unknown,never,yes
54,271,jul,never,unknown,never,no
32,1151,jul,never,unknown,never,no
49,265,jul,never,unknown,never,no
38,120,jul,never,unknown,never,no
42,277,jul,never,unknown,never,no
40,383,jul,never,unknown,never,no
48,186,jul,never,unknown,never,no
35,160,jul,never,unknown,never,no
42,207,jul,never,unknown,never,no
35,197,jul,never,unknown,never,no
36,202,jul,never,unknown,never,no
30,656,jul,never,unknown,never,yes
40,1390,jul,never,unknown,never,no
50,188,jul,never,unknown,never,no
31,231,jul,never,unknown,never,no
32,738,jul,never,unknown,never,no
27,25,jul,never,unknown,never,no
29,1319,jul,never,unknown,never,yes
42,606,jul,never,unknown,never,no
53,235,jul,never,unknown,never,no
30,268,jul,never,unknown,never,no
57,210,jul,never,unknown,never,no
29,275,jul,never,unknown,never,no
54,304,jul,never,unknown,never,no
26,84,jul,never,unknown,never,no
29,125,jul,never,unknown,never,no
35,294,jul,never,unknown,never,no
36,59,jul,never,unknown,never,no
36,182,jul,never,unknown,never,no
51,410,jul,never,unknown,never,no
50,209,jul,never,unknown,never,no
52,1208,jul,never,unknown,never,yes
41,124,jul,never,unknown,never,no
31,234,jul,never,unknown,never,no
42,277,jul,never,unknown,never,no
45,80,jul,never,unknown,never,no
26,222,jul,never,unknown,never,no
45,147,jul,never,unknown,never,no
50,174,jul,never,unknown,never,no
42,1175,jul,never,unknown,never,yes
56,46,jul,never,unknown,never,no
31,536,jul,never,unknown,never,yes
26,257,jul,never,unknown,never,no
40,728,jul,never,unknown,never,no
40,1018,jul,never,unknown,never,no
34,215,jul,never,unknown,never,no
40,291,jul,never,unknown,never,no
36,330,jul,never,unknown,never,no
34,171,jul,never,unknown,never,no
29,170,jul,never,unknown,never,no
59,408,jul,never,unknown,never,no
54,301,jul,never,unknown,never,no
30,88,jul,never,unknown,never,no
53,155,jul,never,unknown,never,no
54,81,jul,never,unknown,never,no
40,770,jul,never,unknown,never,no
29,57,jul,never,unknown,never,no
27,991,jul,never,unknown,never,yes
60,82,jul,never,unknown,never,no
50,903,jul,never,unknown,never,no
56,610,jul,never,unknown,never,no
40,175,jul,never,unknown,never,no
41,122,jul,never,unknown,never,no
45,395,jul,never,unknown,never,no
58,517,jul,never,unknown,never,no
27,444,jul,never,unknown,never,no
45,230,jul,never,unknown,never,no
30,207,jul,never,unknown,never,no
43,674,jul,never,unknown,never,no
29,172,jul,never,unknown,never,no
38,169,jul,never,unknown,never,no
27,320,jul,never,unknown,never,no
27,153,jul,never,unknown,never,no
47,154,jul,never,unknown,never,no
49,51,jul,never,unknown,never,no
35,43,jul,never,unknown,never,no
29,143,jul,never,unknown,never,no
35,505,jul,never,unknown,never,no
56,27,jul,never,unknown,never,no
34,546,jul,never,unknown,never,no
37,91,jul,never,unknown,never,no
34,75,jul,never,unknown,never,no
44,1153,jul,never,unknown,never,yes
28,602,jul,never,unknown,never,no
31,740,jul,never,unknown,never,no
57,193,jul,never,unknown,never,no
47,125,jul,never,unknown,never,no
52,188,jul,never,unknown,never,no
55,1303,jul,never,unknown,never,yes
29,134,jul,never,unknown,never,no
41,509,jul,never,unknown,never,no
36,735,jul,never,unknown,never,no
54,172,jul,never,unknown,never,no
34,138,jul,never,unknown,never,no
28,64,jul,never,unknown,never,no
33,157,jul,never,unknown,never,no
31,185,jul,never,unknown,never,no
40,121,jul,never,unknown,never,no
49,156,jul,never,unknown,never,no
34,74,jul,never,unknown,never,no
31,302,jul,never,unknown,never,no
45,95,jul,never,unknown,never,no
46,100,jul,never,unknown,never,no
33,163,jul,never,unknown,never,no
34,172,jul,never,unknown,never,no
40,623,jul,never,unknown,never,yes
54,674,jul,never,unknown,never,yes
43,76,jul,never,unknown,never,no
46,1081,jul,never,unknown,never,yes
42,69,jul,never,unknown,never,no
34,50,jul,never,unknown,never,no
46,142,jul,never,unknown,never,no
60,91,jul,never,unknown,never,no
43,400,jul,never,unknown,never,no
51,53,jul,never,unknown,never,no
31,85,jul,never,unknown,never,no
52,454,jul,never,unknown,never,no
43,67,jul,never,unknown,never,no
35,127,jul,never,unknown,never,no
45,178,jul,never,unknown,never,no
51,145,jul,never,unknown,never,no
32,59,jul,never,unknown,never,no
34,287,jul,never,unknown,never,no
58,85,jul,never,unknown,never,no
52,292,jul,never,unknown,never,no
46,115,jul,never,unknown,never,no
46,85,jul,never,unknown,never,no
31,146,jul,never,unknown,never,no
48,83,jul,never,unknown,never,no
46,103,jul,never,unknown,never,no
30,572,jul,never,unknown,never,yes
30,494,jul,never,unknown,never,yes
35,354,jul,never,unknown,never,no
41,91,jul,never,unknown,never,no
56,304,jul,never,unknown,never,no
45,199,jul,never,unknown,never,no
33,191,jul,never,unknown,never,no
32,978,jul,never,unknown,never,yes
27,240,jul,never,unknown,never,no
33,316,jul,never,unknown,never,no
56,536,jul,never,unknown,never,yes
34,185,jul,never,unknown,never,no
53,91,jul,never,unknown,never,no
48,268,jul,never,unknown,never,no
30,149,jul,never,unknown,never,no
31,72,jul,never,unknown,never,no
32,11,jul,never,unknown,never,no
35,222,jul,never,unknown,never,no
52,135,jul,never,unknown,never,no
30,412,jul,never,unknown,never,no
31,41,jul,never,unknown,never,no
28,800,jul,never,unknown,never,no
44,151,jul,never,unknown,never,no
47,84,jul,never,unknown,never,no
27,217,jul,never,unknown,never,no
36,178,jul,never,unknown,never,no
34,90,jul,never,unknown,never,no
59,33,jul,never,unknown,never,no
59,274,jul,never,unknown,never,no
43,116,jul,never,unknown,never,no
47,71,jul,never,unknown,never,no
34,226,jul,never,unknown,never,no
33,968,jul,never,unknown,never,yes
35,377,jul,never,unknown,never,no
31,111,jul,never,unknown,never,no
29,113,jul,never,unknown,never,no
25,225,jul,never,unknown,never,no
29,277,jul,never,unknown,never,no
45,274,jul,never,unknown,never,no
34,467,jul,never,unknown,never,no
40,191,jul,never,unknown,never,no
31,474,jul,never,unknown,never,yes
30,110,jul,never,unknown,never,no
59,102,jul,never,unknown,never,no
26,143,jul,never,unknown,never,no
31,164,jul,never,unknown,never,no
29,411,jul,never,unknown,never,no
30,516,jul,never,unknown,never,yes
29,120,jul,never,unknown,never,no
29,203,jul,never,unknown,never,no
47,73,jul,never,unknown,never,no
38,482,jul,never,unknown,never,no
29,167,jul,never,unknown,never,no
44,569,jul,never,unknown,never,no
30,94,jul,never,unknown,never,no
33,278,jul,never,unknown,never,yes
51,177,jul,never,unknown,never,no
43,110,jul,never,unknown,never,no
57,383,jul,never,unknown,never,no
31,286,jul,never,unknown,never,no
43,106,jul,never,unknown,never,no
50,223,jul,never,unknown,never,no
30,610,jul,never,unknown,never,yes
51,313,jul,never,unknown,never,no
29,108,jul,never,unknown,never,no
26,116,jul,never,unknown,never,no
36,359,jul,never,unknown,never,no
46,119,jul,never,unknown,never,no
31,238,jul,never,unknown,never,no
27,337,jul,never,unknown,never,no
39,75,jul,never,unknown,never,no
34,226,jul,never,unknown,never,no
58,11,jul,never,unknown,never,no
27,483,jul,never,unknown,never,no
28,174,jul,never,unknown,never,no
28,121,jul,never,unknown,never,no
33,47,jul,never,unknown,never,no
32,308,jul,never,unknown,never,no
32,560,jul,never,unknown,never,yes
28,269,jul,never,unknown,never,no
57,246,jul,never,unknown,never,no
41,640,jul,never,unknown,never,yes
27,384,jul,never,unknown,never,no
31,292,jul,never,unknown,never,no
39,147,jul,never,unknown,never,no
34,93,jul,never,unknown,never,no
33,287,jul,never,unknown,never,no
34,25,jul,never,unknown,never,no
33,159,jul,never,unknown,never,no
30,302,jul,never,unknown,never,no
30,65,jul,never,unknown,never,no
52,90,jul,never,unknown,never,no
51,439,jul,never,unknown,never,no
48,133,jul,never,unknown,never,no
32,67,jul,never,unknown,never,no
48,494,jul,never,unknown,never,no
31,381,jul,never,unknown,never,no
33,96,jul,never,unknown,never,no
32,226,jul,never,unknown,never,no
36,354,jul,never,unknown,never,no
39,117,jul,never,unknown,never,no
53,508,jul,never,unknown,never,no
31,420,jul,never,unknown,never,yes
30,263,jul,never,unknown,never,no
30,658,jul,never,unknown,never,yes
27,362,jul,never,unknown,never,no
37,199,jul,never,unknown,never,no
25,342,jul,never,unknown,never,no
48,300,jul,never,unknown,never,no
46,115,jul,never,unknown,never,no
30,112,jul,never,unknown,never,no
31,104,jul,never,unknown,never,no
45,111,jul,never,unknown,never,no
36,95,jul,never,unknown,never,no
54,259,jul,never,unknown,never,no
40,503,jul,never,unknown,never,no
46,328,jul,never,unknown,never,no
33,187,jul,never,unknown,never,no
53,744,jul,never,unknown,never,no
51,655,jul,never,unknown,never,yes
26,142,jul,never,unknown,never,no
50,642,jul,never,unknown,never,no
49,141,jul,never,unknown,never,no
32,144,jul,never,unknown,never,no
26,169,jul,never,unknown,never,no
44,199,jul,never,unknown,never,no
53,143,jul,never,unknown,never,no
34,641,jul,never,unknown,never,yes
36,835,jul,never,unknown,never,no
51,83,jul,never,unknown,never,no
57,54,jul,never,unknown,never,no
30,146,jul,never,unknown,never,no
28,415,jul,never,unknown,never,yes
34,70,jul,never,unknown,never,no
28,595,jul,never,unknown,never,no
32,97,jul,never,unknown,never,no
53,171,jul,never,unknown,never,no
60,239,jul,never,unknown,never,no
28,328,jul,never,unknown,never,no
49,49,jul,never,unknown,never,no
43,635,jul,never,unknown,never,yes
39,215,jul,never,unknown,never,no
37,34,jul,never,unknown,never,no
30,352,jul,never,unknown,never,no
26,652,jul,never,unknown,never,no
57,317,jul,never,unknown,never,no
47,92,jul,never,unknown,never,no
38,102,jul,never,unknown,never,no
49,297,jul,never,unknown,never,no
59,225,jul,never,unknown,never,no
35,183,jul,never,unknown,never,no
34,1503,jul,never,unknown,never,no
41,168,jul,never,unknown,never,no
33,1127,jul,never,unknown,never,yes
29,73,jul,never,unknown,never,no
33,216,jul,never,unknown,never,no
50,55,jul,never,unknown,never,no
45,706,jul,never,unknown,never,no
36,728,jul,never,unknown,never,no
33,351,jul,never,unknown,never,no
34,127,jul,never,unknown,never,no
29,579,jul,never,unknown,never,no
34,909,jul,never,unknown,never,no
43,96,jul,never,unknown,never,no
33,100,jul,never,unknown,never,no
59,247,jul,never,unknown,never,no
51,252,jul,never,unknown,never,no
39,374,jul,never,unknown,never,no
36,1360,jul,never,unknown,never,yes
37,118,jul,never,unknown,never,no
26,788,jul,never,unknown,never,no
31,570,jul,never,unknown,never,no
40,905,jul,never,unknown,never,no
47,329,jul,never,unknown,never,no
43,30,jul,never,unknown,never,no
36,180,jul,never,unknown,never,no
38,541,jul,never,unknown,never,no
25,127,jul,never,unknown,never,no
30,440,jul,never,unknown,never,no
31,135,jul,never,unknown,never,no
26,225,jul,never,unknown,never,no
60,112,jul,never,unknown,never,no
37,300,jul,never,unknown,never,no
26,409,jul,never,unknown,never,no
32,247,jul,never,unknown,never,no
42,177,jul,never,unknown,never,no
27,320,jul,never,unknown,never,no
29,89,jul,never,unknown,never,no
58,200,jul,never,unknown,never,no
33,166,jul,never,unknown,never,no
33,207,jul,never,unknown,never,no
33,453,jul,never,unknown,never,no
29,126,jul,never,unknown,never,no
37,379,jul,never,unknown,never,no
29,184,jul,never,unknown,never,no
31,191,jul,never,unknown,never,no
34,142,jul,never,unknown,never,no
37,662,jul,never,unknown,never,no
46,251,jul,never,unknown,never,no
28,588,jul,never,unknown,never,yes
38,70,jul,never,unknown,never,no
32,1373,jul,never,unknown,never,yes
52,127,jul,never,unknown,never,no
29,462,jul,never,unknown,never,no
36,305,jul,never,unknown,never,no
54,99,jul,never,unknown,never,no
29,264,jul,never,unknown,never,no
33,113,jul,never,unknown,never,no
36,837,jul,never,unknown,never,no
32,243,jul,never,unknown,never,no
28,277,jul,never,unknown,never,no
31,913,jul,never,unknown,never,yes
34,127,jul,never,unknown,never,no
32,197,jul,never,unknown,never,no
34,154,jul,never,unknown,never,no
35,799,jul,never,unknown,never,yes
32,320,jul,never,unknown,never,no
33,305,jul,never,unknown,never,no
31,1139,jul,never,unknown,never,yes
28,580,jul,never,unknown,never,no
51,227,jul,never,unknown,never,no
34,82,jul,never,unknown,never,no
42,179,jul,never,unknown,never,no
44,83,jul,never,unknown,never,no
47,212,jul,never,unknown,never,no
53,280,jul,never,unknown,never,no
60,241,jul,never,unknown,never,no
34,190,jul,never,unknown,never,no
28,120,jul,never,unknown,never,no
30,200,jul,never,unknown,never,no
36,165,jul,never,unknown,never,no
38,239,jul,never,unknown,never,no
31,200,jul,never,unknown,never,no
29,463,jul,never,unknown,never,no
43,455,jul,never,unknown,never,no
35,144,jul,never,unknown,never,no
40,50,jul,never,unknown,never,no
33,75,jul,never,unknown,never,no
27,93,jul,never,unknown,never,no
51,335,jul,never,unknown,never,no
44,114,jul,never,unknown,never,no
59,272,jul,never,unknown,never,no
34,589,jul,never,unknown,never,no
36,43,jul,never,unknown,never,no
37,91,jul,never,unknown,never,no
27,54,jul,never,unknown,never,no
54,179,jul,never,unknown,never,no
44,322,jul,never,unknown,never,no
40,78,jul,never,unknown,never,no
29,72,jul,never,unknown,never,no
48,168,jul,never,unknown,never,no
49,110,jul,never,unknown,never,no
26,149,jul,never,unknown,never,no
26,489,jul,never,unknown,never,no
41,1425,jul,never,unknown,never,no
25,24,jul,never,unknown,never,no
25,218,jul,never,unknown,never,no
58,78,jul,never,unknown,never,no
36,93,jul,never,unknown,never,no
44,100,jul,never,unknown,never,no
48,257,jul,never,unknown,never,no
26,140,jul,never,unknown,never,no
35,145,jul,never,unknown,never,no
45,90,jul,never,unknown,never,no
52,122,jul,never,unknown,never,no
41,97,jul,never,unknown,never,no
33,357,jul,never,unknown,never,no
32,638,jul,never,unknown,never,yes
59,118,jul,never,unknown,never,no
32,166,jul,never,unknown,never,no
29,203,jul,never,unknown,never,no
35,84,jul,never,unknown,never,no
56,118,jul,never,unknown,never,no
32,176,jul,never,unknown,never,no
35,195,jul,never,unknown,never,no
54,101,jul,never,unknown,never,no
30,153,jul,never,unknown,never,no
31,519,jul,never,unknown,never,no
42,394,jul,never,unknown,never,no
50,236,jul,never,unknown,never,no
53,180,jul,never,unknown,never,no
38,361,jul,never,unknown,never,no
34,88,jul,never,unknown,never,no
25,317,jul,never,unknown,never,no
47,89,jul,never,unknown,never,no
25,172,jul,never,unknown,never,no
25,1105,jul,never,unknown,never,yes
28,553,jul,never,unknown,never,no
36,538,jul,never,unknown,never,no
42,91,jul,never,unknown,never,no
31,167,jul,never,unknown,never,no
51,130,jul,never,unknown,never,no
53,96,jul,never,unknown,never,no
46,76,jul,never,unknown,never,no
29,554,jul,never,unknown,never,no
38,184,jul,never,unknown,never,no
32,126,jul,never,unknown,never,no
34,124,jul,never,unknown,never,no
28,316,jul,never,unknown,never,no
39,405,jul,never,unknown,never,no
29,416,jul,never,unknown,never,no
31,37,jul,never,unknown,never,no
36,42,jul,never,unknown,never,no
42,455,jul,never,unknown,never,no
31,171,jul,never,unknown,never,no
55,150,jul,never,unknown,never,no
31,93,jul,never,unknown,never,no
46,156,jul,never,unknown,never,no
38,66,jul,never,unknown,never,no
33,323,jul,never,unknown,never,no
35,37,jul,never,unknown,never,no
37,226,jul,never,unknown,never,no
44,472,jul,never,unknown,never,no
31,357,jul,never,unknown,never,no
37,152,jul,never,unknown,never,no
29,53,jul,never,unknown,never,no
34,47,jul,never,unknown,never,no
42,581,jul,never,unknown,never,no
25,113,jul,never,unknown,never,no
37,191,jul,never,unknown,never,no
37,193,jul,never,unknown,never,no
39,38,jul,never,unknown,never,no
41,108,jul,never,unknown,never,no
33,77,jul,never,unknown,never,no
30,212,jul,never,unknown,never,no
37,225,jul,never,unknown,never,no
29,120,jul,never,unknown,never,no
35,304,jul,never,unknown,never,no
27,230,jul,never,unknown,never,no
30,396,jul,never,unknown,never,no
33,856,jul,never,unknown,never,no
56,853,jul,never,unknown,never,no
32,53,jul,never,unknown,never,no
27,53,jul,never,unknown,never,no
28,475,jul,never,unknown,never,no
35,169,jul,never,unknown,never,no
32,229,jul,never,unknown,never,no
33,141,jul,never,unknown,never,no
35,54,jul,never,unknown,never,no
30,101,jul,never,unknown,never,no
31,270,jul,never,unknown,never,no
44,54,jul,never,unknown,never,no
57,730,jul,never,unknown,never,no
38,105,jul,never,unknown,never,no
38,533,jul,never,unknown,never,no
27,177,jul,never,unknown,never,no
34,296,jul,never,unknown,never,no
28,304,jul,never,unknown,never,no
56,854,jul,never,unknown,never,yes
37,97,jul,never,unknown,never,no
49,31,jul,never,unknown,never,no
44,90,jul,never,unknown,never,no
35,90,jul,never,unknown,never,no
60,219,jul,never,unknown,never,no
50,99,jul,never,unknown,never,no
43,111,jul,never,unknown,never,no
34,100,jul,never,unknown,never,no
59,118,jul,never,unknown,never,no
57,158,jul,never,unknown,never,no
37,115,jul,never,unknown,never,no
44,19,jul,never,unknown,never,no
30,336,jul,never,unknown,never,no
56,65,jul,never,unknown,never,no
28,479,jul,never,unknown,never,no
25,71,jul,never,unknown,never,no
49,95,jul,never,unknown,never,no
34,156,jul,never,unknown,never,no
42,177,jul,never,unknown,never,no
38,93,jul,never,unknown,never,no
38,54,jul,never,unknown,never,no
35,369,jul,never,unknown,never,no
49,206,jul,never,unknown,never,no
43,163,jul,never,unknown,never,no
34,101,jul,never,unknown,never,no
27,171,jul,never,unknown,never,no
31,1039,jul,never,unknown,never,yes
32,221,jul,never,unknown,never,no
27,369,jul,never,unknown,never,no
44,141,jul,never,unknown,never,no
29,574,jul,never,unknown,never,yes
27,678,jul,never,unknown,never,no
47,919,jul,never,unknown,never,yes
47,71,jul,never,unknown,never,no
56,101,jul,never,unknown,never,no
36,171,jul,never,unknown,never,no
29,149,jul,never,unknown,never,no
35,72,jul,never,unknown,never,no
36,368,jul,never,unknown,never,no
40,65,jul,never,unknown,never,no
58,61,jul,never,unknown,never,no
34,51,jul,never,unknown,never,no
50,237,jul,never,unknown,never,no
32,1017,jul,never,unknown,never,yes
50,357,jul,never,unknown,never,no
40,449,jul,never,unknown,never,no
33,204,jul,never,unknown,never,no
49,356,jul,never,unknown,never,no
32,204,jul,never,unknown,never,no
47,71,jul,never,unknown,never,no
44,163,jul,never,unknown,never,no
58,111,jul,never,unknown,never,no
37,353,jul,never,unknown,never,no
39,733,jul,never,unknown,never,yes
58,119,jul,never,unknown,never,no
51,79,jul,never,unknown,never,no
32,808,jul,never,unknown,never,no
49,507,jul,never,unknown,never,no
52,245,jul,never,unknown,never,no
51,553,jul,never,unknown,never,yes
40,1080,jul,never,unknown,never,yes
25,339,jul,never,unknown,never,no
54,710,jul,never,unknown,never,yes
44,333,jul,never,unknown,never,no
26,240,jul,never,unknown,never,no
46,87,jul,never,unknown,never,no
32,1156,jul,never,unknown,never,no
48,761,jul,never,unknown,never,no
26,471,jul,never,unknown,never,no
32,80,jul,never,unknown,never,no
25,137,jul,never,unknown,never,no
45,623,jul,never,unknown,never,no
30,881,jul,never,unknown,never,no
29,255,jul,never,unknown,never,no
47,251,jul,never,unknown,never,no
31,357,jul,never,unknown,never,no
58,891,jul,never,unknown,never,yes
43,228,jul,never,unknown,never,no
56,121,jul,never,unknown,never,no
50,200,jul,never,unknown,never,no
28,116,jul,never,unknown,never,no
31,157,jul,never,unknown,never,no
32,151,jul,never,unknown,never,no
33,333,jul,never,unknown,never,no
60,153,jul,never,unknown,never,no
33,81,jul,never,unknown,never,no
27,410,jul,never,unknown,never,no
43,56,jul,never,unknown,never,no
42,691,jul,never,unknown,never,yes
33,202,jul,never,unknown,never,no
28,125,jul,never,unknown,never,no
35,178,jul,never,unknown,never,no
26,594,jul,never,unknown,never,no
42,61,jul,never,unknown,never,no
40,742,jul,never,unknown,never,no
56,1877,jul,never,unknown,never,yes
53,18,jul,never,unknown,never,no
45,167,jul,never,unknown,never,no
57,84,jul,never,unknown,never,no
53,142,jul,never,unknown,never,no
35,295,jul,never,unknown,never,no
51,443,jul,never,unknown,never,no
31,181,jul,never,unknown,never,no
38,292,jul,never,unknown,never,no
47,676,jul,never,unknown,never,no
46,171,jul,never,unknown,never,no
26,46,jul,never,unknown,never,no
48,112,jul,never,unknown,never,no
28,299,jul,never,unknown,never,no
31,588,jul,never,unknown,never,no
59,250,jul,never,unknown,never,no
34,149,jul,never,unknown,never,no
27,129,jul,never,unknown,never,no
54,208,jul,never,unknown,never,no
35,249,jul,never,unknown,never,no
56,1220,jul,never,unknown,never,no
50,407,jul,never,unknown,never,no
26,222,jul,never,unknown,never,no
57,50,jul,never,unknown,never,no
40,250,jul,never,unknown,never,no
26,262,jul,never,unknown,never,no
31,147,jul,never,unknown,never,no
33,100,jul,never,unknown,never,no
60,89,jul,never,unknown,never,no
57,107,jul,never,unknown,never,no
34,132,jul,never,unknown,never,no
37,320,jul,never,unknown,never,no
41,71,jul,never,unknown,never,no
38,91,jul,never,unknown,never,no
50,149,jul,never,unknown,never,no
52,128,jul,never,unknown,never,no
25,392,jul,never,unknown,never,no
29,210,jul,never,unknown,never,no
59,50,jul,never,unknown,never,no
25,857,jul,never,unknown,never,yes
38,68,jul,never,unknown,never,no
49,298,jul,never,unknown,never,no
29,213,jul,never,unknown,never,no
51,195,jul,never,unknown,never,no
29,260,jul,never,unknown,never,no
43,474,jul,never,unknown,never,no
43,231,jul,never,unknown,never,no
35,936,jul,never,unknown,never,no
25,690,jul,never,unknown,never,no
54,381,jul,never,unknown,never,no
45,211,jul,never,unknown,never,no
44,319,jul,never,unknown,never,no
54,312,jul,never,unknown,never,no
28,60,jul,never,unknown,never,no
56,71,jul,never,unknown,never,no
31,366,jul,never,unknown,never,no
29,862,jul,never,unknown,never,no
33,71,jul,never,unknown,never,no
50,172,jul,never,unknown,never,no
42,291,jul,never,unknown,never,no
46,91,jul,never,unknown,never,no
34,237,jul,never,unknown,never,no
55,1130,jul,never,unknown,never,yes
26,577,jul,never,unknown,never,yes
42,509,jul,never,unknown,never,no
42,510,jul,never,unknown,never,no
59,256,jul,never,unknown,never,no
47,363,jul,never,unknown,never,no
40,1342,jul,never,unknown,never,yes
28,522,jul,never,unknown,never,no
57,168,jul,never,unknown,never,no
30,306,jul,never,unknown,never,no
41,354,jul,never,unknown,never,no
30,106,jul,never,unknown,never,no
35,262,jul,never,unknown,never,no
47,91,jul,never,unknown,never,no
35,87,jul,never,unknown,never,no
29,342,jul,never,unknown,never,no
51,564,jul,never,unknown,never,no
40,181,jul,never,unknown,never,no
26,418,jul,never,unknown,never,no
35,199,jul,never,unknown,never,no
56,251,jul,never,unknown,never,no
26,1002,jul,never,unknown,never,yes
27,833,jul,never,unknown,never,no
47,274,jul,never,unknown,never,no
30,241,jul,never,unknown,never,no
43,564,jul,never,unknown,never,no
59,132,jul,never,unknown,never,no
33,47,jul,never,unknown,never,no
48,338,jul,never,unknown,never,no
25,127,jul,never,unknown,never,no
35,985,jul,never,unknown,never,yes
26,236,jul,never,unknown,never,no
57,67,jul,never,unknown,never,no
55,162,jul,never,unknown,never,no
29,121,jul,never,unknown,never,no
38,929,jul,never,unknown,never,no
57,91,jul,never,unknown,never,no
34,59,jul,never,unknown,never,no
38,126,jul,never,unknown,never,no
45,81,jul,never,unknown,never,no
55,769,jul,never,unknown,never,no
34,1360,jul,never,unknown,never,yes
41,91,jul,never,unknown,never,no
41,1134,jul,never,unknown,never,yes
29,173,jul,never,unknown,never,no
54,86,jul,never,unknown,never,no
29,130,jul,never,unknown,never,no
51,208,jul,never,unknown,never,no
45,276,jul,never,unknown,never,no
58,106,jul,never,unknown,never,no
41,251,jul,never,unknown,never,no
49,482,jul,never,unknown,never,no
38,21,jul,never,unknown,never,no
34,240,jul,never,unknown,never,no
29,88,jul,never,unknown,never,no
36,150,jul,never,unknown,never,no
36,167,jul,never,unknown,never,no
38,86,jul,never,unknown,never,no
47,105,jul,never,unknown,never,no
45,34,jul,never,unknown,never,no
44,105,jul,never,unknown,never,no
33,551,jul,never,unknown,never,no
57,322,jul,never,unknown,never,no
33,898,jul,never,unknown,never,no
36,193,jul,never,unknown,never,no
52,177,jul,never,unknown,never,no
32,357,jul,never,unknown,never,no
47,419,jul,never,unknown,never,no
31,78,jul,never,unknown,never,no
25,24,jul,never,unknown,never,no
33,147,jul,never,unknown,never,no
38,100,jul,never,unknown,never,no
43,145,jul,never,unknown,never,no
38,184,jul,never,unknown,never,no
38,111,jul,never,unknown,never,no
32,189,jul,never,unknown,never,no
35,314,jul,never,unknown,never,no
51,322,jul,never,unknown,never,no
50,445,jul,never,unknown,never,no
42,97,jul,never,unknown,never,no
51,722,jul,never,unknown,never,no
51,68,jul,never,unknown,never,no
47,166,jul,never,unknown,never,no
33,44,jul,never,unknown,never,no
55,70,jul,never,unknown,never,no
30,80,jul,never,unknown,never,no
46,72,jul,never,unknown,never,no
32,159,jul,never,unknown,never,no
38,125,jul,never,unknown,never,no
44,712,jul,never,unknown,never,yes
44,156,jul,never,unknown,never,no
