age,balance,campaign,contact,day,default,duration,education,housing,job,loan,marital,month,pdays,poutcome,previous,y
46,-80,2,unknown,12,no,112,tertiary,yes,employed,no,married,may,-1,unknown,0,no
28,131,5,unknown,12,no,147,secondary,yes,employed,no,married,may,-1,unknown,0,no
57,106,4,unknown,12,no,836,unknown,no,unknown,no,married,may,-1,unknown,0,no
49,15,5,unknown,12,yes,290,secondary,no,employed,no,married,may,-1,unknown,0,no
56,4542,2,unknown,12,no,148,tertiary,no,employed,no,single,may,-1,unknown,0,no
56,172,5,unknown,12,no,289,secondary,yes,employed,no,married,may,-1,unknown,0,no
49,0,2,unknown,12,yes,345,tertiary,yes,employed,no,divorced,may,-1,unknown,0,no
50,107,5,unknown,12,no,1002,tertiary,yes,employed,no,married,may,-1,unknown,0,no
47,15,4,unknown,12,no,181,secondary,no,employed,no,single,may,-1,unknown,0,no
45,101,5,unknown,12,no,460,primary,yes,employed,no,married,may,-1,unknown,0,yes
44,304,2,unknown,12,no,129,secondary,yes,unemployed,no,married,may,-1,unknown,0,no
51,7816,2,unknown,12,no,76,tertiary,yes,employed,no,married,may,-1,unknown,0,no
34,0,2,unknown,12,no,111,secondary,yes,employed,no,married,may,-1,unknown,0,no
25,784,2,unknown,12,no,104,tertiary,yes,employed,yes,married,may,-1,unknown,0,no
30,2581,2,unknown,12,no,221,primary,no,employed,no,married,may,-1,unknown,0,no
39,507,7,unknown,12,no,150,secondary,yes,unemployed,no,divorced,may,-1,unknown,0,no
25,333,3,unknown,12,no,399,tertiary,yes,unemployed,no,married,may,-1,unknown,0,no
34,-220,4,unknown,12,no,115,secondary,yes,employed,yes,divorced,may,-1,unknown,0,no
25,249,5,unknown,12,no,149,secondary,yes,employed,no,single,may,-1,unknown,0,no
33,-257,4,unknown,12,no,92,secondary,yes,employed,no,married,may,-1,unknown,0,no
44,210,2,unknown,12,no,111,secondary,no,employed,yes,divorced,may,-1,unknown,0,no
55,18722,2,unknown,12,no,128,secondary,yes,unemployed,no,married,may,-1,unknown,0,no
54,42,2,unknown,12,no,192,secondary,yes,employed,no,married,may,-1,unknown,0,no
43,210,5,unknown,12,no,88,secondary,yes,unemployed,no,married,may,-1,unknown,0,no
35,325,2,unknown,12,no,592,secondary,no,employed,no,married,may,-1,unknown,0,no
27,123,3,unknown,12,no,105,secondary,yes,employed,no,single,may,-1,unknown,0,no
42,-25,2,unknown,12,no,62,primary,yes,employed,no,married,may,-1,unknown,0,no
40,66,8,unknown,12,no,29,secondary,yes,employed,no,married,may,-1,unknown,0,no
31,0,4,unknown,12,no,59,primary,yes,employed,yes,married,may,-1,unknown,0,no
29,409,3,unknown,12,no,247,tertiary,yes,employed,no,married,may,-1,unknown,0,no
49,4785,4,unknown,12,no,160,secondary,no,employed,no,married,may,-1,unknown,0,no
59,121,7,unknown,12,no,144,primary,yes,unemployed,no,divorced,may,-1,unknown,0,no
37,0,4,unknown,12,no,346,tertiary,yes,employed,no,married,may,-1,unknown,0,no
60,231,2,unknown,12,no,57,unknown,yes,employed,no,married,may,-1,unknown,0,no
25,1135,3,unknown,12,no,396,secondary,yes,employed,no,single,may,-1,unknown,0,no
28,-201,4,unknown,12,no,286,secondary,yes,employed,no,married,may,-1,unknown,0,no
40,-278,3,unknown,12,no,400,secondary,yes,employed,no,single,may,-1,unknown,0,no
43,16,4,unknown,12,no,282,tertiary,yes,employed,no,single,may,-1,unknown,0,no
51,-283,4,unknown,12,yes,38,primary,yes,employed,no,married,may,-1,unknown,0,no
28,-103,4,unknown,12,no,252,secondary,yes,employed,no,single,may,-1,unknown,0,no
54,113,3,unknown,12,no,76,primary,no,employed,no,married,may,-1,unknown,0,no
37,194,7,unknown,12,no,566,secondary,yes,employed,no,married,may,-1,unknown,0,no
35,247,2,unknown,12,no,167,tertiary,yes,employed,no,married,may,-1,unknown,0,no
26,-402,2,unknown,12,yes,127,tertiary,no,employed,yes,divorced,may,-1,unknown,0,no
55,-40,2,unknown,12,no,178,secondary,yes,employed,no,single,may,-1,unknown,0,no
57,3867,2,unknown,12,no,71,secondary,yes,unemployed,no,married,may,-1,unknown,0,no
39,36,2,unknown,12,no,109,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
36,2167,2,unknown,12,no,120,tertiary,yes,employed,yes,married,may,-1,unknown,0,no
35,243,3,unknown,12,no,102,tertiary,yes,employed,no,single,may,-1,unknown,0,no
33,2,2,unknown,12,no,409,primary,yes,employed,yes,married,may,-1,unknown,0,no
40,737,2,unknown,12,no,117,secondary,yes,employed,no,single,may,-1,unknown,0,no
31,286,4,unknown,12,no,177,secondary,no,employed,no,married,may,-1,unknown,0,no
32,311,2,unknown,12,no,757,tertiary,no,employed,no,single,may,-1,unknown,0,yes
27,541,1,unknown,12,no,145,tertiary,yes,employed,no,single,may,-1,unknown,0,no
31,2963,1,unknown,12,no,124,secondary,yes,employed,no,single,may,-1,unknown,0,no
28,-871,4,unknown,12,yes,36,secondary,yes,employed,no,single,may,-1,unknown,0,no
33,75,2,unknown,12,no,94,secondary,yes,employed,yes,divorced,may,-1,unknown,0,no
31,2597,1,unknown,12,no,189,secondary,yes,employed,no,single,may,-1,unknown,0,no
25,-454,1,unknown,12,no,24,secondary,yes,employed,no,married,may,-1,unknown,0,no
29,0,2,unknown,12,no,33,secondary,no,employed,no,married,may,-1,unknown,0,no
47,304,1,unknown,12,no,185,primary,yes,employed,no,married,may,-1,unknown,0,no
59,220,1,unknown,12,no,165,primary,yes,employed,no,divorced,may,-1,unknown,0,no
35,561,3,unknown,12,no,405,tertiary,yes,employed,no,single,may,-1,unknown,0,no
33,211,2,unknown,12,no,172,primary,yes,employed,no,married,may,-1,unknown,0,no
31,4509,3,unknown,12,no,207,tertiary,yes,employed,no,single,may,-1,unknown,0,no
42,196,3,unknown,12,no,325,tertiary,yes,employed,no,single,may,-1,unknown,0,no
26,124,8,unknown,12,no,57,secondary,yes,employed,no,single,may,-1,unknown,0,no
34,381,1,unknown,12,no,102,secondary,yes,employed,no,single,may,-1,unknown,0,no
31,184,3,unknown,12,no,378,secondary,yes,employed,no,married,may,-1,unknown,0,no
30,-149,3,unknown,12,yes,164,unknown,yes,employed,yes,single,may,-1,unknown,0,no
54,-337,2,unknown,12,no,288,unknown,yes,employed,no,married,may,-1,unknown,0,no
52,210,1,unknown,12,no,154,primary,yes,employed,no,single,may,-1,unknown,0,no
40,737,1,unknown,12,no,102,primary,yes,employed,yes,divorced,may,-1,unknown,0,no
56,75,2,unknown,12,no,136,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
25,641,1,unknown,12,no,53,tertiary,yes,unemployed,no,single,may,-1,unknown,0,no
60,78,3,unknown,12,no,113,secondary,yes,unemployed,no,married,may,-1,unknown,0,no
43,1558,3,unknown,12,no,110,primary,yes,employed,no,married,may,-1,unknown,0,no
32,227,1,unknown,12,no,523,unknown,yes,employed,no,married,may,-1,unknown,0,no
48,602,1,unknown,12,no,231,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
43,798,1,unknown,12,no,217,secondary,yes,employed,no,single,may,-1,unknown,0,no
37,1047,1,unknown,12,no,151,secondary,yes,employed,yes,married,may,-1,unknown,0,no
52,111,2,unknown,12,no,179,primary,yes,employed,no,divorced,may,-1,unknown,0,no
25,-439,1,unknown,12,no,293,secondary,yes,employed,no,single,may,-1,unknown,0,no
31,37,1,unknown,12,yes,281,tertiary,yes,employed,no,single,may,-1,unknown,0,no
35,362,2,unknown,12,no,363,secondary,yes,employed,no,married,may,-1,unknown,0,no
27,1,1,unknown,12,no,86,secondary,yes,employed,no,single,may,-1,unknown,0,no
41,304,2,unknown,12,no,1147,secondary,yes,employed,no,married,may,-1,unknown,0,no
34,-89,1,unknown,12,no,209,secondary,yes,employed,no,single,may,-1,unknown,0,no
55,276,1,unknown,12,no,486,secondary,yes,employed,no,married,may,-1,unknown,0,no
26,288,2,unknown,12,no,49,secondary,yes,employed,no,married,may,-1,unknown,0,no
36,650,2,unknown,12,no,170,primary,yes,employed,no,married,may,-1,unknown,0,no
45,171,1,unknown,12,no,539,secondary,yes,employed,no,married,may,-1,unknown,0,no
27,-302,3,unknown,12,no,66,secondary,yes,employed,no,married,may,-1,unknown,0,no
31,337,1,unknown,12,no,51,secondary,no,employed,no,married,may,-1,unknown,0,no
29,891,1,unknown,12,no,820,secondary,no,employed,no,divorced,may,-1,unknown,0,no
26,199,1,unknown,12,no,125,secondary,yes,employed,yes,single,may,-1,unknown,0,no
46,997,1,unknown,12,no,398,secondary,yes,employed,no,married,may,-1,unknown,0,no
32,108,1,unknown,12,no,112,tertiary,yes,employed,yes,married,may,-1,unknown,0,no
25,40,1,unknown,12,no,64,tertiary,no,employed,no,single,may,-1,unknown,0,no
54,208,1,unknown,12,no,255,primary,no,unemployed,no,married,may,-1,unknown,0,no
31,6890,1,unknown,12,no,34,secondary,yes,employed,no,married,may,-1,unknown,0,no
33,395,8,unknown,12,no,95,secondary,yes,employed,no,single,may,-1,unknown,0,no
28,-214,3,unknown,12,no,140,tertiary,yes,employed,no,single,may,-1,unknown,0,no
39,496,2,unknown,12,no,788,secondary,yes,employed,no,single,may,-1,unknown,0,no
37,183,2,unknown,12,no,194,secondary,yes,employed,no,married,may,-1,unknown,0,no
36,199,4,unknown,12,no,165,primary,yes,employed,no,married,may,-1,unknown,0,no
56,179,2,unknown,12,no,306,primary,yes,employed,no,divorced,may,-1,unknown,0,no
59,434,3,unknown,12,no,63,secondary,yes,unemployed,no,married,may,-1,unknown,0,no
30,122,2,unknown,12,no,501,secondary,yes,employed,no,single,may,-1,unknown,0,no
59,371,3,unknown,12,no,832,secondary,yes,employed,no,married,may,-1,unknown,0,no
27,3675,2,unknown,12,no,101,secondary,no,employed,no,single,may,-1,unknown,0,no
29,11,4,unknown,12,no,214,tertiary,yes,employed,no,single,may,-1,unknown,0,no
48,194,6,unknown,12,no,290,secondary,yes,employed,yes,married,may,-1,unknown,0,no
44,23,2,unknown,12,no,388,secondary,yes,employed,no,married,may,-1,unknown,0,no
33,1011,4,unknown,12,no,1495,tertiary,yes,employed,no,single,may,-1,unknown,0,no
39,446,1,unknown,12,no,183,primary,yes,employed,no,single,may,-1,unknown,0,no
46,-29,1,unknown,12,no,322,primary,yes,employed,no,married,may,-1,unknown,0,no
28,957,3,unknown,12,no,646,secondary,yes,employed,yes,married,may,-1,unknown,0,no
31,297,1,unknown,12,no,480,secondary,yes,employed,no,married,may,-1,unknown,0,no
40,888,2,unknown,12,no,169,secondary,yes,employed,no,single,may,-1,unknown,0,no
37,115,1,unknown,12,no,74,secondary,yes,employed,no,single,may,-1,unknown,0,no
29,177,3,unknown,12,no,146,secondary,yes,employed,no,married,may,-1,unknown,0,no
29,-28,1,unknown,12,no,393,secondary,yes,employed,no,married,may,-1,unknown,0,no
24,951,2,unknown,12,no,744,secondary,yes,employed,no,married,may,-1,unknown,0,no
32,5,2,unknown,12,no,593,secondary,yes,employed,no,single,may,-1,unknown,0,no
26,586,1,unknown,12,no,215,secondary,yes,employed,yes,single,may,-1,unknown,0,no
47,-1445,2,unknown,12,yes,379,unknown,yes,employed,no,married,may,-1,unknown,0,no
26,-23,1,unknown,12,yes,315,secondary,yes,employed,no,single,may,-1,unknown,0,no
28,-284,1,unknown,12,no,162,secondary,yes,employed,no,single,may,-1,unknown,0,no
58,1166,1,unknown,12,no,493,secondary,yes,employed,no,married,may,-1,unknown,0,no
35,244,1,unknown,12,no,225,tertiary,yes,employed,no,single,may,-1,unknown,0,no
29,-72,1,unknown,12,no,208,secondary,yes,employed,no,single,may,-1,unknown,0,no
56,1399,4,unknown,12,no,80,primary,yes,employed,no,married,may,-1,unknown,0,no
43,0,1,unknown,12,no,3,primary,yes,employed,no,married,may,-1,unknown,0,no
45,431,1,unknown,12,no,29,secondary,yes,employed,no,married,may,-1,unknown,0,no
31,130,1,unknown,12,no,132,secondary,yes,employed,yes,single,may,-1,unknown,0,no
34,187,2,unknown,12,no,379,secondary,yes,employed,no,married,may,-1,unknown,0,no
32,142,1,unknown,12,no,101,primary,yes,employed,no,married,may,-1,unknown,0,no
33,14,1,unknown,12,no,188,secondary,yes,employed,no,single,may,-1,unknown,0,no
28,-219,2,unknown,12,no,386,secondary,yes,employed,no,single,may,-1,unknown,0,no
43,275,4,unknown,12,no,457,secondary,yes,employed,no,single,may,-1,unknown,0,no
49,5028,1,unknown,12,no,891,secondary,yes,employed,no,single,may,-1,unknown,0,no
27,118,1,unknown,12,no,53,secondary,yes,employed,yes,single,may,-1,unknown,0,no
30,290,1,unknown,12,no,446,secondary,yes,employed,no,single,may,-1,unknown,0,no
32,1064,1,unknown,12,no,326,primary,yes,employed,no,married,may,-1,unknown,0,no
37,904,1,unknown,12,no,507,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
31,628,2,unknown,12,no,1083,secondary,yes,employed,no,single,may,-1,unknown,0,no
56,13,2,unknown,12,no,123,primary,yes,unemployed,no,married,may,-1,unknown,0,no
26,450,1,unknown,12,no,1266,tertiary,yes,employed,yes,married,may,-1,unknown,0,no
43,-63,4,unknown,12,no,160,secondary,yes,employed,no,married,may,-1,unknown,0,no
48,164,2,unknown,12,no,139,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
31,985,2,unknown,12,no,178,primary,yes,employed,no,single,may,-1,unknown,0,no
36,616,3,unknown,12,no,156,secondary,yes,employed,yes,single,may,-1,unknown,0,no
24,237,2,unknown,12,no,200,secondary,yes,employed,no,married,may,-1,unknown,0,no
29,380,2,unknown,12,no,154,secondary,no,unemployed,yes,married,may,-1,unknown,0,no
23,290,4,unknown,12,no,163,secondary,yes,employed,no,single,may,-1,unknown,0,no
54,104,1,unknown,12,no,391,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
24,117,1,unknown,12,no,470,secondary,yes,employed,yes,single,may,-1,unknown,0,no
25,276,4,unknown,12,no,268,secondary,yes,employed,no,single,may,-1,unknown,0,no
36,-475,5,unknown,12,no,793,secondary,yes,employed,no,single,may,-1,unknown,0,no
40,838,3,unknown,12,no,619,unknown,yes,employed,no,single,may,-1,unknown,0,no
29,382,1,unknown,12,no,460,secondary,yes,employed,no,single,may,-1,unknown,0,no
29,624,1,unknown,12,no,246,primary,yes,employed,no,married,may,-1,unknown,0,no
48,396,3,unknown,12,no,194,primary,yes,employed,no,single,may,-1,unknown,0,no
23,5,1,unknown,12,no,413,secondary,no,employed,no,single,may,-1,unknown,0,no
37,18,6,unknown,12,no,574,secondary,no,employed,no,single,may,-1,unknown,0,no
31,-464,4,unknown,12,no,256,primary,yes,employed,yes,married,may,-1,unknown,0,no
29,330,2,unknown,12,no,88,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
56,2087,1,unknown,12,no,146,secondary,yes,employed,no,married,may,-1,unknown,0,no
28,-260,2,unknown,12,no,170,secondary,yes,employed,no,single,may,-1,unknown,0,no
44,236,1,unknown,12,no,596,secondary,yes,employed,no,married,may,-1,unknown,0,no
48,684,1,unknown,12,no,139,secondary,yes,employed,yes,married,may,-1,unknown,0,no
30,458,3,unknown,12,no,177,secondary,yes,employed,no,married,may,-1,unknown,0,no
32,324,1,unknown,12,no,577,primary,yes,unemployed,no,married,may,-1,unknown,0,no
41,1052,1,unknown,12,no,335,primary,yes,employed,yes,married,may,-1,unknown,0,no
30,37,2,unknown,12,no,262,secondary,no,employed,no,divorced,may,-1,unknown,0,no
37,454,1,unknown,12,no,115,secondary,yes,employed,no,married,may,-1,unknown,0,no
30,573,2,unknown,12,no,116,secondary,yes,employed,no,single,may,-1,unknown,0,no
28,34,4,unknown,12,no,136,secondary,yes,employed,no,single,may,-1,unknown,0,no
33,341,3,unknown,12,no,289,secondary,no,employed,yes,single,may,-1,unknown,0,no
41,31,2,unknown,12,no,529,unknown,no,employed,no,married,may,-1,unknown,0,no
42,-189,2,unknown,12,no,247,secondary,yes,employed,no,married,may,-1,unknown,0,no
50,424,2,unknown,12,no,72,secondary,yes,employed,no,single,may,-1,unknown,0,no
23,250,2,unknown,12,no,166,tertiary,yes,unemployed,no,single,may,-1,unknown,0,no
38,3165,2,unknown,12,no,152,secondary,yes,employed,no,married,may,-1,unknown,0,no
31,387,3,unknown,12,no,220,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
35,855,3,unknown,12,no,241,secondary,yes,employed,no,single,may,-1,unknown,0,no
52,944,3,unknown,12,no,198,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
36,134,2,unknown,12,no,98,secondary,no,employed,no,married,may,-1,unknown,0,no
28,2845,2,unknown,12,no,182,secondary,yes,employed,no,single,may,-1,unknown,0,no
27,2420,2,unknown,12,no,391,tertiary,yes,employed,no,single,may,-1,unknown,0,no
24,1535,2,unknown,12,no,126,tertiary,yes,unemployed,no,single,may,-1,unknown,0,no
45,0,2,unknown,12,no,55,tertiary,no,employed,no,single,may,-1,unknown,0,no
39,504,1,unknown,12,no,495,secondary,yes,employed,no,married,may,-1,unknown,0,no
38,-329,4,unknown,12,no,86,secondary,yes,employed,no,single,may,-1,unknown,0,no
24,94,2,unknown,12,no,166,secondary,yes,employed,no,married,may,-1,unknown,0,no
35,538,4,unknown,12,no,66,tertiary,yes,employed,no,divorced,may,-1,unknown,0,no
32,-18,3,unknown,12,yes,155,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
48,26,3,unknown,12,no,311,primary,yes,employed,no,divorced,may,-1,unknown,0,no
36,177,5,unknown,12,no,63,primary,yes,employed,no,married,may,-1,unknown,0,no
46,633,10,unknown,12,no,236,primary,yes,employed,no,married,may,-1,unknown,0,no
28,205,3,unknown,12,no,92,secondary,yes,employed,no,single,may,-1,unknown,0,no
50,1114,2,unknown,12,no,298,secondary,yes,employed,yes,married,may,-1,unknown,0,no
44,78,2,unknown,12,no,253,secondary,yes,employed,no,married,may,-1,unknown,0,no
38,762,2,unknown,12,no,163,tertiary,yes,employed,no,married,may,-1,unknown,0,no
33,1862,1,unknown,12,no,65,primary,yes,employed,no,married,may,-1,unknown,0,no
57,73,1,unknown,12,no,41,tertiary,no,employed,no,single,may,-1,unknown,0,no
40,2576,11,unknown,12,no,10,secondary,yes,employed,yes,married,may,-1,unknown,0,no
42,470,1,unknown,12,no,221,primary,yes,employed,no,married,may,-1,unknown,0,no
32,206,1,unknown,12,no,370,secondary,yes,employed,yes,married,may,-1,unknown,0,no
55,0,5,unknown,12,no,467,primary,yes,employed,yes,married,may,-1,unknown,0,no
25,-76,3,unknown,12,no,241,secondary,yes,employed,no,married,may,-1,unknown,0,no
42,1750,2,unknown,12,no,248,tertiary,yes,employed,no,divorced,may,-1,unknown,0,no
23,1104,2,unknown,12,no,120,secondary,yes,employed,no,single,may,-1,unknown,0,no
31,286,2,unknown,12,no,260,secondary,yes,employed,yes,married,may,-1,unknown,0,no
21,137,3,unknown,12,no,198,unknown,yes,unemployed,no,single,may,-1,unknown,0,no
34,247,5,unknown,12,no,1727,secondary,yes,employed,yes,married,may,-1,unknown,0,no
46,-43,8,unknown,12,no,138,tertiary,no,employed,no,married,may,-1,unknown,0,no
55,309,4,unknown,12,no,115,primary,yes,employed,no,married,may,-1,unknown,0,no
33,339,2,unknown,12,no,212,secondary,yes,employed,no,single,may,-1,unknown,0,no
47,218,7,unknown,12,no,58,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
33,4128,6,unknown,12,no,456,tertiary,yes,employed,no,single,may,-1,unknown,0,no
40,867,4,unknown,12,no,145,tertiary,yes,employed,yes,single,may,-1,unknown,0,no
32,1345,3,unknown,12,no,289,tertiary,yes,employed,no,single,may,-1,unknown,0,no
48,40,3,unknown,12,no,300,secondary,no,employed,no,divorced,may,-1,unknown,0,no
32,1466,2,unknown,12,no,264,secondary,yes,employed,no,single,may,-1,unknown,0,no
26,96,2,unknown,12,no,181,secondary,yes,employed,no,single,may,-1,unknown,0,no
38,332,4,unknown,12,no,184,secondary,yes,employed,no,married,may,-1,unknown,0,no
46,1474,3,unknown,12,no,148,secondary,yes,employed,no,married,may,-1,unknown,0,no
49,783,4,unknown,12,no,166,secondary,yes,employed,no,married,may,-1,unknown,0,no
33,239,5,unknown,12,no,65,tertiary,no,employed,no,single,may,-1,unknown,0,no
45,27,5,unknown,12,no,299,secondary,yes,employed,no,married,may,-1,unknown,0,no
32,-24,4,unknown,12,no,93,tertiary,yes,employed,no,married,may,-1,unknown,0,no
39,23,5,unknown,12,no,22,secondary,yes,employed,no,married,may,-1,unknown,0,no
53,6386,8,unknown,12,no,170,primary,yes,employed,no,married,may,-1,unknown,0,no
28,-353,3,unknown,12,yes,89,secondary,yes,unemployed,no,single,may,-1,unknown,0,no
31,-474,2,unknown,12,no,215,secondary,yes,employed,no,married,may,-1,unknown,0,no
34,714,4,unknown,12,no,166,tertiary,yes,employed,no,single,may,-1,unknown,0,no
40,570,3,unknown,12,no,109,primary,yes,employed,no,married,may,-1,unknown,0,no
29,16,3,unknown,12,no,197,secondary,no,employed,no,single,may,-1,unknown,0,no
34,1504,3,unknown,12,no,395,secondary,yes,employed,no,single,may,-1,unknown,0,no
38,551,4,unknown,12,no,1875,tertiary,yes,employed,no,married,may,-1,unknown,0,no
31,-759,2,unknown,12,no,220,secondary,yes,employed,no,married,may,-1,unknown,0,no
32,1097,2,unknown,12,no,298,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
31,520,7,unknown,12,no,123,secondary,yes,employed,no,married,may,-1,unknown,0,no
53,0,7,unknown,12,no,140,unknown,no,employed,no,single,may,-1,unknown,0,no
38,573,7,unknown,12,no,334,unknown,yes,employed,no,single,may,-1,unknown,0,no
57,0,3,unknown,12,yes,73,primary,yes,employed,no,married,may,-1,unknown,0,no
58,146,6,unknown,12,no,186,tertiary,yes,employed,no,married,may,-1,unknown,0,no
50,-37,3,unknown,12,no,78,primary,yes,employed,no,married,may,-1,unknown,0,no
36,90,5,unknown,12,no,13,secondary,yes,employed,no,single,may,-1,unknown,0,no
46,0,9,unknown,12,no,51,primary,yes,employed,no,married,may,-1,unknown,0,no
39,1242,3,unknown,12,no,303,secondary,yes,employed,no,single,may,-1,unknown,0,no
31,98,3,unknown,12,no,159,secondary,yes,employed,yes,single,may,-1,unknown,0,no
44,295,8,unknown,12,no,103,tertiary,yes,employed,no,single,may,-1,unknown,0,no
53,465,3,unknown,12,no,95,secondary,no,employed,yes,married,may,-1,unknown,0,no
35,1473,3,unknown,12,no,84,tertiary,yes,employed,no,married,may,-1,unknown,0,no
40,3122,3,unknown,12,no,344,secondary,yes,employed,no,married,may,-1,unknown,0,no
30,317,6,unknown,12,no,246,secondary,yes,employed,no,single,may,-1,unknown,0,no
33,176,5,unknown,12,no,157,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
39,661,4,unknown,12,no,162,secondary,yes,employed,no,married,may,-1,unknown,0,no
25,1,12,unknown,12,no,24,secondary,yes,employed,yes,single,may,-1,unknown,0,no
35,-12,5,unknown,12,no,212,primary,yes,employed,no,married,may,-1,unknown,0,no
43,1401,2,unknown,12,no,195,primary,yes,employed,no,married,may,-1,unknown,0,no
41,171,4,unknown,12,no,143,tertiary,yes,employed,no,married,may,-1,unknown,0,no
55,431,2,unknown,12,no,68,primary,yes,employed,no,married,may,-1,unknown,0,no
49,265,6,unknown,12,no,274,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
30,227,3,unknown,12,no,227,tertiary,yes,employed,yes,married,may,-1,unknown,0,no
37,336,5,unknown,12,no,152,secondary,yes,employed,no,single,may,-1,unknown,0,no
46,41,4,unknown,12,no,249,secondary,yes,unemployed,no,divorced,may,-1,unknown,0,no
36,1554,4,unknown,12,no,325,secondary,yes,employed,no,married,may,-1,unknown,0,no
45,141,4,unknown,12,no,111,secondary,yes,employed,no,single,may,-1,unknown,0,no
48,762,4,unknown,12,no,81,primary,yes,employed,no,married,may,-1,unknown,0,no
22,650,4,unknown,12,no,181,secondary,yes,employed,no,single,may,-1,unknown,0,no
46,250,2,unknown,13,no,85,secondary,no,employed,no,married,may,-1,unknown,0,no
39,130,6,unknown,13,no,141,secondary,yes,employed,no,married,may,-1,unknown,0,no
56,11,3,unknown,13,no,42,secondary,no,employed,no,married,may,-1,unknown,0,no
35,36,6,unknown,13,no,182,tertiary,yes,employed,no,divorced,may,-1,unknown,0,no
45,333,3,unknown,13,no,160,primary,yes,employed,no,married,may,-1,unknown,0,no
28,487,4,unknown,13,no,176,secondary,yes,employed,no,married,may,-1,unknown,0,no
32,594,2,unknown,13,no,134,tertiary,yes,employed,no,single,may,-1,unknown,0,no
52,1135,5,unknown,13,no,514,tertiary,yes,employed,yes,married,may,-1,unknown,0,no
26,-3,5,unknown,13,yes,181,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
22,-168,3,unknown,13,no,160,primary,yes,employed,no,single,may,-1,unknown,0,no
35,414,4,unknown,13,no,504,primary,no,employed,no,married,may,-1,unknown,0,yes
44,166,3,unknown,13,no,267,tertiary,yes,employed,no,single,may,-1,unknown,0,no
31,472,2,unknown,13,no,907,secondary,yes,employed,no,married,may,-1,unknown,0,no
28,-95,1,unknown,13,no,200,secondary,yes,employed,no,married,may,-1,unknown,0,no
23,158,1,unknown,13,no,139,secondary,yes,employed,no,single,may,-1,unknown,0,no
26,8,1,unknown,13,no,147,secondary,no,employed,no,single,may,-1,unknown,0,no
31,296,1,unknown,13,no,161,secondary,yes,employed,no,single,may,-1,unknown,0,no
27,-541,1,unknown,13,no,153,secondary,yes,employed,yes,single,may,-1,unknown,0,no
34,23,1,unknown,13,no,109,secondary,no,employed,no,single,may,-1,unknown,0,no
25,17,2,unknown,13,no,97,primary,yes,employed,no,single,may,-1,unknown,0,no
25,335,1,unknown,13,no,164,secondary,yes,employed,no,single,may,-1,unknown,0,no
22,395,1,unknown,13,no,70,secondary,yes,employed,no,single,may,-1,unknown,0,no
37,178,1,unknown,13,no,71,secondary,yes,employed,no,divorced,may,-1,unknown,0,no
26,101,1,unknown,13,no,723,secondary,yes,employed,no,single,may,-1,unknown,0,no
32,-428,1,unknown,13,no,518,secondary,yes,employed,no,married,may,-1,unknown,0,no
26,24299,1,unknown,13,no,704,secondary,yes,employed,no,single,may,-1,unknown,0,no
27,181,1,unknown,13,no,147,secondary,no,employed,no,single,may,-1,unknown,0,no
22,83,1,unknown,13,no,101,secondary,yes,employed,no,married,may,-1,unknown,0,no
32,175,1,unknown,13,no,142,secondary,yes,employed,no,married,may,-1,unknown,0,no
33,5,1,unknown,13,no,1346,secondary,yes,employed,no,divorced,may,-1,unknown,0,yes
34,3185,1,unknown,13,no,520,secondary,yes,employed,no,married,may,-1,unknown,0,no
31,2577,2,unknown,13,no,611,secondary,yes,employed,no,married,may,-1,unknown,0,no
28,216,1,unknown,13,no,66,secondary,yes,employed,no,single,may,-1,unknown,0,no
37,166,3,unknown,13,no,135,secondary,yes,employed,no,married,may,-1,unknown,0,no
45,323,2,unknown,13,no,276,primary,yes,employed,no,married,may,-1,unknown,0,no
31,334,1,unknown,13,no,449,tertiary,yes,employed,no,married,may,-1,unknown,0,no
48,86,1,unknown,13,no,98,secondary,yes,employed,no,married,may,-1,unknown,0,no
24,845,1,unknown,13,no,105,secondary,yes,employed,no,single,may,-1,unknown,0,no
24,-126,2,unknown,13,no,382,secondary,yes,employed,yes,single,may,-1,unknown,0,no
45,-3,1,unknown,13,no,213,secondary,yes,employed,no,married,may,-1,unknown,0,no
26,54,1,unknown,13,no,116,secondary,yes,employed,no,married,may,-1,unknown,0,no
24,-192,1,unknown,13,no,125,secondary,yes,employed,no,single,may,-1,unknown,0,no
29,125,1,unknown,13,no,50,secondary,yes,employed,no,married,may,-1,unknown,0,no
34,2146,1,unknown,13,no,138,primary,yes,employed,no,single,may,-1,unknown,0,no
